Table Name,Entity/Table Owner,Column Name,Domain,Column Datatype,Column Null Option,Primary Key,Restricted,PII,HashKey
employment_pay_detail,dbo,payee_reference,,varchar(63),NULL,No,,,
employment_pay_detail,dbo,last_updated_stamp,,datetime,NULL,No,,,
request_item,dbo,request_id,,varchar(40),NOT NULL,Yes,,,Yes
request_item,dbo,request_item_seq_id,,varchar(40),NOT NULL,Yes,,,Yes
request_item,dbo,status_id,,varchar(40),NULL,No,,,
request_item,dbo,required_by_date,,datetime,NULL,No,,,
request_item,dbo,product_id,,varchar(40),NULL,No,,,
request_item,dbo,quantity,,"numeric(26,6)",NULL,No,,,
request_item,dbo,selected_amount,,"numeric(26,6)",NULL,No,,,
request_item,dbo,maximum_amount,,"numeric(24,4)",NULL,No,,,
request_item,dbo,description,,text,NULL,No,,,
request_item,dbo,supplier_party_id,,varchar(40),NULL,No,,,
request_item,dbo,last_updated_stamp,,datetime,NULL,No,,,
data_document_link,dbo,data_document_id,,varchar(40),NOT NULL,Yes,,,Yes
data_document_link,dbo,link_seq_id,,varchar(40),NOT NULL,Yes,,,Yes
data_document_link,dbo,link_set,,varchar(63),NULL,No,,,
data_document_link,dbo,label,,text,NULL,No,,,
data_document_link,dbo,link_url,,text,NULL,No,,,
data_document_link,dbo,url_type,,varchar(63),NULL,No,,,
data_document_link,dbo,link_condition,,text,NULL,No,,,
data_document_link,dbo,last_updated_stamp,,datetime,NULL,No,,,
product_dimension,dbo,product_id,,varchar(40),NOT NULL,Yes,,,Yes
product_dimension,dbo,dimension_type_id,,varchar(40),NOT NULL,Yes,,,Yes
product_dimension,dbo,value,,"numeric(26,6)",NULL,No,,,
product_dimension,dbo,value_uom_id,,varchar(40),NULL,No,,,
product_dimension,dbo,last_updated_stamp,,datetime,NULL,No,,,
asset_standard_cost,dbo,asset_id,,varchar(40),NOT NULL,Yes,,,Yes
asset_standard_cost,dbo,asset_standard_cost_type_enum_id,,varchar(40),NOT NULL,Yes,,,Yes
asset_standard_cost,dbo,from_date,,datetime,NOT NULL,Yes,,,Yes
asset_standard_cost,dbo,thru_date,,datetime,NULL,No,,,
asset_standard_cost,dbo,amount_uom_id,,varchar(40),NULL,No,,,
asset_standard_cost,dbo,amount,,"numeric(24,4)",NULL,No,,,
asset_standard_cost,dbo,last_updated_stamp,,datetime,NULL,No,,,
payment_fraud_evidence,dbo,payment_fraud_evidence_id,,varchar(40),NOT NULL,Yes,,,Yes
payment_fraud_evidence,dbo,fraud_type_enum_id,,varchar(40),NULL,No,,,
payment_fraud_evidence,dbo,comments,,text,NULL,No,,,
payment_fraud_evidence,dbo,content_location,,text,NULL,No,,,
payment_fraud_evidence,dbo,payment_id,,varchar(40),NULL,No,,,
payment_fraud_evidence,dbo,order_id,,varchar(40),NULL,No,,,
payment_fraud_evidence,dbo,party_id,,varchar(40),NULL,No,,,
payment_fraud_evidence,dbo,visit_id,,varchar(40),NULL,No,,,
payment_fraud_evidence,dbo,last_updated_stamp,,datetime,NULL,No,,,
account_number,dbo,vendor_party_id,,varchar(40),NOT NULL,Yes,,,Yes
account_number,dbo,base_number,,varchar(63),NOT NULL,Yes,,,Yes
account_number,dbo,customer_party_id,,varchar(40),NULL,No,,,
account_number,dbo,product_class_enum_id,,varchar(40),NULL,No,,,
account_number,dbo,last_updated_stamp,,datetime,NULL,No,,,
order_item_billing,dbo,order_item_billing_id,,varchar(40),NOT NULL,Yes,,,Yes
order_item_billing,dbo,order_id,,varchar(40),NULL,No,,,
order_item_billing,dbo,order_item_seq_id,,varchar(40),NULL,No,,,
order_item_billing,dbo,invoice_id,,varchar(40),NULL,No,,,
order_item_billing,dbo,invoice_item_seq_id,,varchar(40),NULL,No,,,
order_item_billing,dbo,asset_issuance_id,,varchar(40),NULL,No,,,
order_item_billing,dbo,asset_receipt_id,,varchar(40),NULL,No,,,
order_item_billing,dbo,shipment_id,,varchar(40),NULL,No,,,
order_item_billing,dbo,quantity,,"numeric(26,6)",NULL,No,,,
order_item_billing,dbo,amount,,"numeric(25,5)",NULL,No,,,
order_item_billing,dbo,last_updated_stamp,,datetime,NULL,No,,,
user_account,dbo,user_id,,varchar(40),NOT NULL,Yes,,,Yes
user_account,dbo,username,,nvarchar(100),NULL,No,,,
user_account,dbo,user_full_name,,text,NULL,No,,,
user_account,dbo,current_password,,text,NULL,No,,,
user_account,dbo,reset_password,,text,NULL,No,,,
user_account,dbo,password_salt,,text,NULL,No,,,
user_account,dbo,password_hash_type,,varchar(63),NULL,No,,,
user_account,dbo,password_base64,,char(1),NULL,No,,,
user_account,dbo,password_set_date,,datetime,NULL,No,,,
user_account,dbo,password_hint,,text,NULL,No,,,
user_account,dbo,public_key,,text,NULL,No,,,
user_account,dbo,has_logged_out,,char(1),NULL,No,,,
user_account,dbo,disabled,,char(1),NULL,No,,,
user_account,dbo,disabled_date_time,,datetime,NULL,No,,,
user_account,dbo,terminate_date,,datetime,NULL,No,,,
user_account,dbo,successive_failed_logins,,"numeric(20,0)",NULL,No,,,
user_account,dbo,require_password_change,,char(1),NULL,No,,,
user_account,dbo,currency_uom_id,,varchar(40),NULL,No,,,
user_account,dbo,locale,,varchar(63),NULL,No,,,
user_account,dbo,time_zone,,varchar(63),NULL,No,,,
user_account,dbo,external_user_id,,text,NULL,No,,,
user_account,dbo,email_address,,nvarchar(80),NULL,No,,,
user_account,dbo,ip_allowed,,text,NULL,No,,,
user_account,dbo,party_id,,varchar(40),NULL,No,,,
user_account,dbo,last_updated_stamp,,datetime,NULL,No,,,
instance_image,dbo,instance_image_id,,varchar(40),NOT NULL,Yes,,,Yes
instance_image,dbo,image_type_id,,varchar(40),NULL,No,,,
instance_image,dbo,host_type_id,,varchar(40),NULL,No,,,
instance_image,dbo,image_name,,text,NULL,No,,,
instance_image,dbo,registry_location,,text,NULL,No,,,
instance_image,dbo,username,,varchar(63),NULL,No,,,
instance_image,dbo,password,,text,NULL,No,,,
instance_image,dbo,email_address,,text,NULL,No,,,
instance_image,dbo,last_updated_stamp,,datetime,NULL,No,,,
shipping_gateway_config,dbo,shipping_gateway_config_id,,varchar(40),NOT NULL,Yes,,,Yes
shipping_gateway_config,dbo,shipping_gateway_type_enum_id,,varchar(40),NULL,No,,,
shipping_gateway_config,dbo,description,,text,NULL,No,,,
shipping_gateway_config,dbo,get_order_rate_service_name,,text,NULL,No,,,
shipping_gateway_config,dbo,get_shipping_rates_bulk_name,,text,NULL,No,,,
shipping_gateway_config,dbo,get_auto_package_info_name,,text,NULL,No,,,
shipping_gateway_config,dbo,get_rate_service_name,,text,NULL,No,,,
shipping_gateway_config,dbo,request_labels_service_name,,text,NULL,No,,,
shipping_gateway_config,dbo,refund_labels_service_name,,text,NULL,No,,,
shipping_gateway_config,dbo,track_labels_service_name,,text,NULL,No,,,
shipping_gateway_config,dbo,validate_address_service_name,,text,NULL,No,,,
shipping_gateway_config,dbo,last_updated_stamp,,datetime,NULL,No,,,
financial_account_auth,dbo,fin_account_auth_id,,varchar(40),NOT NULL,Yes,,,Yes
financial_account_auth,dbo,fin_account_id,,varchar(40),NULL,No,,,
financial_account_auth,dbo,amount,,"numeric(24,4)",NULL,No,,,
financial_account_auth,dbo,authorization_date,,datetime,NULL,No,,,
financial_account_auth,dbo,expire_date,,datetime,NULL,No,,,
financial_account_auth,dbo,payment_id,,varchar(40),NULL,No,,,
financial_account_auth,dbo,last_updated_stamp,,datetime,NULL,No,,,
sales_opportunity,dbo,sales_opportunity_id,,varchar(40),NOT NULL,Yes,,,Yes
sales_opportunity,dbo,type_enum_id,,varchar(40),NULL,No,,,
sales_opportunity,dbo,account_party_id,,varchar(40),NULL,No,,,
sales_opportunity,dbo,opportunity_name,,text,NULL,No,,,
sales_opportunity,dbo,description,,text,NULL,No,,,
sales_opportunity,dbo,next_step,,text,NULL,No,,,
sales_opportunity,dbo,estimated_amount,,"numeric(24,4)",NULL,No,,,
sales_opportunity,dbo,estimated_probability,,"numeric(26,6)",NULL,No,,,
sales_opportunity,dbo,estimated_close_date,,datetime,NULL,No,,,
sales_opportunity,dbo,currency_uom_id,,varchar(40),NULL,No,,,
sales_opportunity,dbo,marketing_campaign_id,,varchar(40),NULL,No,,,
sales_opportunity,dbo,data_source_id,,varchar(40),NULL,No,,,
sales_opportunity,dbo,opportunity_stage_id,,varchar(40),NULL,No,,,
sales_opportunity,dbo,last_updated_stamp,,datetime,NULL,No,,,
document_mapping_ruleset,dbo,ruleset_id,,varchar(40),NOT NULL,Yes,,,Yes
document_mapping_ruleset,dbo,description,,text,NULL,No,,,
document_mapping_ruleset,dbo,owner_party_id,,varchar(40),NULL,No,,,
document_mapping_ruleset,dbo,last_updated_stamp,,datetime,NULL,No,,,
product_store,dbo,product_store_id,,varchar(40),NOT NULL,Yes,,,Yes
product_store,dbo,store_name,,text,NULL,No,,,
product_store,dbo,organization_party_id,,varchar(40),NULL,No,,,
product_store,dbo,inventory_facility_id,,varchar(40),NULL,No,,,
product_store,dbo,reservation_order_enum_id,,varchar(40),NULL,No,,,
product_store,dbo,reservation_auto_enum_id,,varchar(40),NULL,No,,,
product_store,dbo,require_inventory,,char(1),NULL,No,,,
product_store,dbo,default_disable_promotions,,char(1),NULL,No,,,
product_store,dbo,default_disable_shipping_calc,,char(1),NULL,No,,,
product_store,dbo,default_disable_tax_calc,,char(1),NULL,No,,,
product_store,dbo,return_postal_contact_mech_id,,varchar(40),NULL,No,,,
product_store,dbo,markup_order_ship_labels,,char(1),NULL,No,,,
product_store,dbo,markup_shipment_ship_labels,,char(1),NULL,No,,,
product_store,dbo,shipment_any_carrier_method,,char(1),NULL,No,,,
product_store,dbo,insurance_package_threshold,,"numeric(24,4)",NULL,No,,,
product_store,dbo,auto_approve_delay,,"numeric(20,0)",NULL,No,,,
product_store,dbo,store_domain,,varchar(63),NULL,No,,,
product_store,dbo,profile_url_path,,text,NULL,No,,,
product_store,dbo,wiki_space_id,,varchar(40),NULL,No,,,
product_store,dbo,content_data_document_id,,varchar(40),NULL,No,,,
product_store,dbo,blog_data_document_id,,varchar(40),NULL,No,,,
product_store,dbo,product_data_document_id,,varchar(40),NULL,No,,,
product_store,dbo,default_locale,,varchar(63),NULL,No,,,
product_store,dbo,default_currency_uom_id,,varchar(40),NULL,No,,,
product_store,dbo,default_sales_channel_enum_id,,varchar(40),NULL,No,,,
product_store,dbo,require_customer_role,,char(1),NULL,No,,,
product_store,dbo,tax_gateway_config_id,,varchar(40),NULL,No,,,
product_store,dbo,system_message_remote_id,,varchar(40),NULL,No,,,
product_store,dbo,allow_sales_rep_view_all,,char(1),NULL,No,,,
product_store,dbo,from_date,,datetime,NULL,No,,,
product_store,dbo,thru_date,,datetime,NULL,No,,,
product_store,dbo,publish_date,,datetime,NULL,No,,,
product_store,dbo,hide_date,,datetime,NULL,No,,,
product_store,dbo,account_screen_flow_id,,varchar(40),NULL,No,,,
product_store,dbo,last_updated_stamp,,datetime,NULL,No,,,
product_store_promo_code_party,dbo,promo_code_id,,varchar(40),NOT NULL,Yes,,,Yes
product_store_promo_code_party,dbo,party_id,,varchar(40),NOT NULL,Yes,,,Yes
product_store_promo_code_party,dbo,last_updated_stamp,,datetime,NULL,No,,,
condition_rule_v2,dbo,condition_set_id,,varchar(40),NOT NULL,Yes,,,Yes
condition_rule_v2,dbo,rule_id,,varchar(40),NOT NULL,Yes,,,Yes
condition_rule_v2,dbo,rule_seq_id,,"numeric(20,0)",NULL,No,,,
condition_rule_v2,dbo,last_updated_stamp,,datetime,NULL,No,,,
print_job,dbo,print_job_id,,varchar(40),NOT NULL,Yes,,,Yes
print_job,dbo,status_id,,varchar(40),NULL,No,,,
print_job,dbo,created_date,,datetime,NULL,No,,,
print_job,dbo,error_message,,text,NULL,No,,,
print_job,dbo,network_printer_id,,varchar(40),NULL,No,,,
print_job,dbo,username,,varchar(63),NULL,No,,,
print_job,dbo,job_id,,"numeric(20,0)",NULL,No,,,
print_job,dbo,job_name,,text,NULL,No,,,
print_job,dbo,copies,,"numeric(20,0)",NULL,No,,,
print_job,dbo,duplex,,char(1),NULL,No,,,
print_job,dbo,page_ranges,,varchar(63),NULL,No,,,
print_job,dbo,content_type,,varchar(63),NULL,No,,,
print_job,dbo,document,,varbinary(max),NULL,No,,,
print_job,dbo,last_updated_stamp,,datetime,NULL,No,,,
artifact_tarpit_lock,dbo,artifact_tarpit_lock_id,,varchar(40),NOT NULL,Yes,,,Yes
artifact_tarpit_lock,dbo,user_id,,varchar(40),NULL,No,,,
artifact_tarpit_lock,dbo,artifact_name,,text,NULL,No,,,
artifact_tarpit_lock,dbo,artifact_type_enum_id,,varchar(40),NULL,No,,,
artifact_tarpit_lock,dbo,release_date_time,,datetime,NULL,No,,,
artifact_tarpit_lock,dbo,last_updated_stamp,,datetime,NULL,No,,,
party_dimension,dbo,party_id,,varchar(40),NOT NULL,Yes,,,Yes
party_dimension,dbo,uom_dimension_type_id,,varchar(40),NOT NULL,Yes,,,Yes
party_dimension,dbo,dimension_date,,datetime,NOT NULL,Yes,,,Yes
party_dimension,dbo,value,,"numeric(26,6)",NULL,No,,,
party_dimension,dbo,uom_id,,varchar(40),NULL,No,,,
party_dimension,dbo,last_updated_stamp,,datetime,NULL,No,,,
work_effort,dbo,work_effort_id,,varchar(40),NOT NULL,Yes,,,Yes
work_effort,dbo,universal_id,,text,NULL,No,,,
work_effort,dbo,source_reference_id,,varchar(63),NULL,No,,,
work_effort,dbo,parent_work_effort_id,,varchar(40),NULL,No,,,
work_effort,dbo,root_work_effort_id,,varchar(40),NULL,No,,,
work_effort,dbo,work_effort_type_enum_id,,varchar(40),NULL,No,,,
work_effort,dbo,purpose_enum_id,,varchar(40),NULL,No,,,
work_effort,dbo,visibility_enum_id,,varchar(40),NULL,No,,,
work_effort,dbo,resolution_enum_id,,varchar(40),NULL,No,,,
work_effort,dbo,work_type_enum_id,,varchar(40),NULL,No,,,
work_effort,dbo,owner_party_id,,varchar(40),NULL,No,,,
work_effort,dbo,product_store_id,,varchar(40),NULL,No,,,
work_effort,dbo,status_id,,varchar(40),NULL,No,,,
work_effort,dbo,status_flow_id,,varchar(40),NULL,No,,,
work_effort,dbo,priority,,"numeric(20,0)",NULL,No,,,
work_effort,dbo,send_notification_email,,char(1),NULL,No,,,
work_effort,dbo,percent_complete,,"numeric(20,0)",NULL,No,,,
work_effort,dbo,revision_number,,"numeric(20,0)",NULL,No,,,
work_effort,dbo,work_effort_name,,text,NULL,No,,,
work_effort,dbo,description,,text,NULL,No,,,
work_effort,dbo,location,,text,NULL,No,,,
work_effort,dbo,facility_id,,varchar(40),NULL,No,,,
work_effort,dbo,info_url,,text,NULL,No,,,
work_effort,dbo,shipment_method_enum_id,,varchar(40),NULL,No,,,
work_effort,dbo,estimated_start_date,,datetime,NULL,No,,,
work_effort,dbo,estimated_completion_date,,datetime,NULL,No,,,
work_effort,dbo,actual_start_date,,datetime,NULL,No,,,
work_effort,dbo,actual_completion_date,,datetime,NULL,No,,,
work_effort,dbo,recur_start_cron,,text,NULL,No,,,
work_effort,dbo,recur_limit,,"numeric(20,0)",NULL,No,,,
work_effort,dbo,recur_end_date,,datetime,NULL,No,,,
work_effort,dbo,all_day_start,,date,NULL,No,,,
work_effort,dbo,all_day_end,,date,NULL,No,,,
work_effort,dbo,estimated_work_time,,"numeric(26,6)",NULL,No,,,
work_effort,dbo,estimated_setup_time,,"numeric(26,6)",NULL,No,,,
work_effort,dbo,remaining_work_time,,"numeric(26,6)",NULL,No,,,
work_effort,dbo,actual_work_time,,"numeric(26,6)",NULL,No,,,
work_effort,dbo,actual_setup_time,,"numeric(26,6)",NULL,No,,,
work_effort,dbo,total_time_allowed,,"numeric(26,6)",NULL,No,,,
work_effort,dbo,estimated_work_duration,,"numeric(26,6)",NULL,No,,,
work_effort,dbo,actual_work_duration,,"numeric(26,6)",NULL,No,,,
work_effort,dbo,actual_break_duration,,"numeric(26,6)",NULL,No,,,
work_effort,dbo,time_uom_id,,varchar(40),NULL,No,,,
work_effort,dbo,actual_cost,,"numeric(24,4)",NULL,No,,,
work_effort,dbo,actual_client_cost,,"numeric(24,4)",NULL,No,,,
work_effort,dbo,total_client_cost_allowed,,"numeric(24,4)",NULL,No,,,
work_effort,dbo,cost_uom_id,,varchar(40),NULL,No,,,
work_effort,dbo,last_updated_stamp,,datetime,NULL,No,,,
marketing_campaign_note,dbo,marketing_campaign_id,,varchar(40),NOT NULL,Yes,,,Yes
marketing_campaign_note,dbo,note_date,,datetime,NOT NULL,Yes,,,Yes
marketing_campaign_note,dbo,note_text,,text,NULL,No,,,
marketing_campaign_note,dbo,last_updated_stamp,,datetime,NULL,No,,,
telecom_number,dbo,contact_mech_id,,varchar(40),NOT NULL,Yes,,,Yes
telecom_number,dbo,country_code,,varchar(63),NULL,No,,,
telecom_number,dbo,area_code,,varchar(63),NULL,No,,,
telecom_number,dbo,contact_number,,varchar(63),NULL,No,,,
telecom_number,dbo,ask_for_name,,text,NULL,No,,,
telecom_number,dbo,last_updated_stamp,,datetime,NULL,No,,,
gl_account,dbo,gl_account_id,,varchar(40),NOT NULL,Yes,,,Yes
gl_account,dbo,parent_gl_account_id,,varchar(40),NULL,No,,,
gl_account,dbo,gl_account_type_enum_id,,varchar(40),NULL,No,,,
gl_account,dbo,gl_account_class_enum_id,,varchar(40),NULL,No,,,
gl_account,dbo,is_debit,,char(1),NULL,No,,,
gl_account,dbo,is_temporary,,char(1),NULL,No,,,
gl_account,dbo,gl_resource_type_enum_id,,varchar(40),NULL,No,,,
gl_account,dbo,gl_xbrl_class_enum_id,,varchar(40),NULL,No,,,
gl_account,dbo,account_code,,nvarchar(80),NULL,No,,,
gl_account,dbo,account_name,,nvarchar(80),NULL,No,,,
gl_account,dbo,description,,text,NULL,No,,,
gl_account,dbo,external_id,,varchar(40),NULL,No,,,
gl_account,dbo,disallow_posting,,char(1),NULL,No,,,
gl_account,dbo,last_updated_stamp,,datetime,NULL,No,,,
service_job_run_lock,dbo,job_name,,varchar(63),NOT NULL,Yes,,,Yes
service_job_run_lock,dbo,job_run_id,,varchar(40),NULL,No,,,
service_job_run_lock,dbo,last_run_time,,datetime,NULL,No,,,
service_job_run_lock,dbo,last_updated_stamp,,datetime,NULL,No,,,
entity_sync_remove,dbo,entity_sync_remove_id,,varchar(40),NOT NULL,Yes,,,Yes
entity_sync_remove,dbo,entity_name,,nvarchar(80),NOT NULL,Yes,,,Yes
entity_sync_remove,dbo,primary_key_removed,,text,NULL,No,,,
entity_sync_remove,dbo,last_updated_stamp,,datetime,NULL,No,,,
employment_application,dbo,employment_application_id,,varchar(40),NOT NULL,Yes,,,Yes
employment_application,dbo,empl_position_id,,varchar(40),NULL,No,,,
employment_application,dbo,status_id,,varchar(40),NULL,No,,,
employment_application,dbo,referred_by_enum_id,,varchar(40),NULL,No,,,
employment_application,dbo,application_date,,datetime,NULL,No,,,
employment_application,dbo,applying_party_id,,varchar(40),NULL,No,,,
employment_application,dbo,referred_by_party_id,,varchar(40),NULL,No,,,
employment_application,dbo,approver_party_id,,varchar(40),NULL,No,,,
employment_application,dbo,last_updated_stamp,,datetime,NULL,No,,,
request_category,dbo,request_category_id,,varchar(40),NOT NULL,Yes,,,Yes
request_category,dbo,parent_category_id,,varchar(40),NULL,No,,,
request_category,dbo,responsible_party_id,,varchar(40),NULL,No,,,
request_category,dbo,description,,text,NULL,No,,,
request_category,dbo,last_updated_stamp,,datetime,NULL,No,,,
data_document,dbo,data_document_id,,varchar(40),NOT NULL,Yes,,,Yes
data_document,dbo,document_name,,text,NULL,No,,,
data_document,dbo,document_title,,text,NULL,No,,,
data_document,dbo,index_name,,text,NULL,No,,,
data_document,dbo,primary_entity_name,,text,NULL,No,,,
data_document,dbo,manual_data_service_name,,text,NULL,No,,,
data_document,dbo,manual_mapping_service_name,,text,NULL,No,,,
data_document,dbo,last_updated_stamp,,datetime,NULL,No,,,
product_class_uom_dimension,dbo,product_class_enum_id,,varchar(40),NOT NULL,Yes,,,Yes
product_class_uom_dimension,dbo,uom_dimension_type_id,,varchar(40),NOT NULL,Yes,,,Yes
product_class_uom_dimension,dbo,last_updated_stamp,,datetime,NULL,No,,,
asset_receipt,dbo,asset_receipt_id,,varchar(40),NOT NULL,Yes,,,Yes
asset_receipt,dbo,asset_id,,varchar(40),NULL,No,,,
asset_receipt,dbo,product_id,,varchar(40),NULL,No,,,
asset_receipt,dbo,order_id,,varchar(40),NULL,No,,,
asset_receipt,dbo,order_item_seq_id,,varchar(40),NULL,No,,,
asset_receipt,dbo,shipment_id,,varchar(40),NULL,No,,,
asset_receipt,dbo,shipment_item_source_id,,varchar(40),NULL,No,,,
asset_receipt,dbo,shipment_package_seq_id,,varchar(40),NULL,No,,,
asset_receipt,dbo,invoice_id,,varchar(40),NULL,No,,,
asset_receipt,dbo,invoice_item_seq_id,,varchar(40),NULL,No,,,
asset_receipt,dbo,return_id,,varchar(40),NULL,No,,,
asset_receipt,dbo,return_item_seq_id,,varchar(40),NULL,No,,,
asset_receipt,dbo,work_effort_id,,varchar(40),NULL,No,,,
asset_receipt,dbo,received_by_user_id,,varchar(40),NULL,No,,,
asset_receipt,dbo,received_date,,datetime,NULL,No,,,
asset_receipt,dbo,item_description,,text,NULL,No,,,
asset_receipt,dbo,quantity_accepted,,"numeric(26,6)",NULL,No,,,
asset_receipt,dbo,quantity_rejected,,"numeric(26,6)",NULL,No,,,
asset_receipt,dbo,rejection_reason_enum_id,,varchar(40),NULL,No,,,
asset_receipt,dbo,acctg_trans_result_enum_id,,varchar(40),NULL,No,,,
asset_receipt,dbo,last_updated_stamp,,datetime,NULL,No,,,
payment_application,dbo,payment_application_id,,varchar(40),NOT NULL,Yes,,,Yes
payment_application,dbo,payment_id,,varchar(40),NULL,No,,,
payment_application,dbo,invoice_id,,varchar(40),NULL,No,,,
payment_application,dbo,billing_account_id,,varchar(40),NULL,No,,,
payment_application,dbo,override_gl_account_id,,varchar(40),NULL,No,,,
payment_application,dbo,to_payment_id,,varchar(40),NULL,No,,,
payment_application,dbo,to_invoice_id,,varchar(40),NULL,No,,,
payment_application,dbo,tax_auth_geo_id,,varchar(40),NULL,No,,,
payment_application,dbo,amount_applied,,"numeric(24,4)",NULL,No,,,
payment_application,dbo,amount_originally_applied,,"numeric(24,4)",NULL,No,,,
payment_application,dbo,applied_date,,datetime,NULL,No,,,
payment_application,dbo,acctg_trans_result_enum_id,,varchar(40),NULL,No,,,
payment_application,dbo,last_updated_stamp,,datetime,NULL,No,,,
work_requirement_fulfillment,dbo,requirement_id,,varchar(40),NOT NULL,Yes,,,Yes
work_requirement_fulfillment,dbo,work_effort_id,,varchar(40),NOT NULL,Yes,,,Yes
work_requirement_fulfillment,dbo,fulfillment_type_enum_id,,varchar(40),NULL,No,,,
work_requirement_fulfillment,dbo,last_updated_stamp,,datetime,NULL,No,,,
order_email_message,dbo,order_id,,varchar(40),NOT NULL,Yes,,,Yes
order_email_message,dbo,email_message_id,,varchar(40),NOT NULL,Yes,,,Yes
order_email_message,dbo,order_revision,,"numeric(20,0)",NULL,No,,,
order_email_message,dbo,party_id,,varchar(40),NULL,No,,,
order_email_message,dbo,role_type_id,,varchar(40),NULL,No,,,
order_email_message,dbo,product_email_id,,varchar(40),NULL,No,,,
order_email_message,dbo,last_updated_stamp,,datetime,NULL,No,,,
uom_dim_type_group_member,dbo,uom_dim_type_group_enum_id,,varchar(40),NOT NULL,Yes,,,Yes
uom_dim_type_group_member,dbo,uom_dimension_type_id,,varchar(40),NOT NULL,Yes,,,Yes
uom_dim_type_group_member,dbo,sequence_num,,"numeric(20,0)",NULL,No,,,
uom_dim_type_group_member,dbo,last_updated_stamp,,datetime,NULL,No,,,
idology_scan_transaction,dbo,transaction_id,,varchar(40),NOT NULL,Yes,,,Yes
idology_scan_transaction,dbo,transaction_date,,datetime,NULL,No,,,
idology_scan_transaction,dbo,capture_query_id,,text,NULL,No,,,
idology_scan_transaction,dbo,first_image_content_id,,nvarchar(80),NULL,No,,,
idology_scan_transaction,dbo,second_image_content_id,,nvarchar(80),NULL,No,,,
idology_scan_transaction,dbo,face_image_content_id,,nvarchar(40),NULL,No,,,
idology_scan_transaction,dbo,request_system_message_id,,varchar(40),NULL,No,,,
idology_scan_transaction,dbo,response_system_message_id,,varchar(40),NULL,No,,,
idology_scan_transaction,dbo,order_id,,varchar(40),NULL,No,,,
idology_scan_transaction,dbo,party_id,,varchar(40),NULL,No,,,
idology_scan_transaction,dbo,party_id_type_enum_id,,varchar(40),NULL,No,,,
idology_scan_transaction,dbo,last_updated_stamp,,datetime,NULL,No,,,
shipment_system_message,dbo,shipment_id,,varchar(40),NOT NULL,Yes,,,Yes
shipment_system_message,dbo,system_message_id,,varchar(40),NOT NULL,Yes,,,Yes
shipment_system_message,dbo,external_id,,varchar(63),NULL,No,,,
shipment_system_message,dbo,origin_id,,varchar(63),NULL,No,,,
shipment_system_message,dbo,last_updated_stamp,,datetime,NULL,No,,,
facility_printer,dbo,facility_id,,varchar(40),NOT NULL,Yes,,,Yes
facility_printer,dbo,printer_purpose_enum_id,,varchar(40),NOT NULL,Yes,,,Yes
facility_printer,dbo,network_printer_id,,varchar(40),NULL,No,,,
facility_printer,dbo,last_updated_stamp,,datetime,NULL,No,,,
ruleset_rule,dbo,ruleset_id,,varchar(40),NOT NULL,Yes,,,Yes
ruleset_rule,dbo,rule_id,,varchar(40),NOT NULL,Yes,,,Yes
ruleset_rule,dbo,sequence_num,,"numeric(20,0)",NULL,No,,,
ruleset_rule,dbo,last_updated_stamp,,datetime,NULL,No,,,
deliverable,dbo,deliverable_id,,varchar(40),NOT NULL,Yes,,,Yes
deliverable,dbo,deliverable_type_enum_id,,varchar(40),NULL,No,,,
deliverable,dbo,deliverable_name,,text,NULL,No,,,
deliverable,dbo,description,,text,NULL,No,,,
deliverable,dbo,last_updated_stamp,,datetime,NULL,No,,,
product_price_modify_parameter,dbo,price_modify_id,,varchar(40),NOT NULL,Yes,,,Yes
product_price_modify_parameter,dbo,parameter_name,,varchar(63),NOT NULL,Yes,,,Yes
product_price_modify_parameter,dbo,parameter_value,,text,NULL,No,,,
product_price_modify_parameter,dbo,last_updated_stamp,,datetime,NULL,No,,,
product_store_payment_gateway,dbo,product_store_id,,varchar(40),NOT NULL,Yes,,,Yes
product_store_payment_gateway,dbo,payment_instrument_enum_id,,varchar(40),NOT NULL,Yes,,,Yes
product_store_payment_gateway,dbo,payment_gateway_config_id,,varchar(40),NULL,No,,,
product_store_payment_gateway,dbo,last_updated_stamp,,datetime,NULL,No,,,
communication_event_product,dbo,product_id,,varchar(40),NOT NULL,Yes,,,Yes
communication_event_product,dbo,communication_event_id,,varchar(40),NOT NULL,Yes,,,Yes
communication_event_product,dbo,last_updated_stamp,,datetime,NULL,No,,,
precise_id_session,dbo,session_id,,varchar(40),NOT NULL,Yes,,,Yes
precise_id_session,dbo,precise_id_session_id,,text,NULL,No,,,
precise_id_session,dbo,start_date,,datetime,NULL,No,,,
precise_id_session,dbo,expire_date,,datetime,NULL,No,,,
precise_id_session,dbo,order_id,,varchar(40),NULL,No,,,
precise_id_session,dbo,last_updated_stamp,,datetime,NULL,No,,,
artifact_hit,dbo,hit_id,,varchar(40),NOT NULL,Yes,,,Yes
artifact_hit,dbo,visit_id,,varchar(40),NULL,No,,,
artifact_hit,dbo,user_id,,varchar(40),NULL,No,,,
artifact_hit,dbo,artifact_type,,text,NULL,No,,,
artifact_hit,dbo,artifact_sub_type,,text,NULL,No,,,
artifact_hit,dbo,artifact_name,,text,NULL,No,,,
artifact_hit,dbo,parameter_string,,text,NULL,No,,,
artifact_hit,dbo,start_date_time,,datetime,NULL,No,,,
artifact_hit,dbo,running_time_millis,,float,NULL,No,,,
