FLDNAME,DBSYMBOL,ALIAS,SYMBOLID,PROFID,DESCRIPT,REFCODE,CATEGORY,MISMO_VALUE,SRCENV,REC_CUSTOM,CREATE_DATE,MODIFY_DATE
Req Pub Rcrd Type,PUBRC5,BankruptcyChapter12,3181,,BankruptcyChapter12,5,,BankruptcyChapter12,,,9/12/2018 16:14,6/11/2020 2:22
Req Pub Rcrd Type,PUBRC6,BankruptcyChapter13,3182,,BankruptcyChapter13,6,,BankruptcyChapter13,,,9/12/2018 16:14,6/11/2020 2:22
Req Pub Rcrd Type,PUBRC7,BankruptcyChapter7,3183,,BankruptcyChapter7,7,,BankruptcyChapter7,,,9/12/2018 16:14,6/11/2020 2:22
Req Pub Rcrd Type,PUBRC8,BankruptcyChapter7-I,3184,,BankruptcyChapter7-I,8,,BankruptcyChapter7Involuntary,,,9/12/2018 16:14,6/11/2020 2:22
Req Pub Rcrd Type,PUBRC9,BankruptcyChapter7-V,3185,,BankruptcyChapter7-V,9,,BankruptcyChapter7Voluntary,,,9/12/2018 16:14,6/11/2020 2:22
Req Pub Reps Type,PUBRE1,Equifax,3186,,Equifax,1,,Equifax,,,9/12/2018 16:14,6/11/2020 2:22
Req Pub Reps Type,PUBRE2,Experian,3187,,Experian,2,,Experian,,,9/12/2018 16:14,6/11/2020 2:22
Req Pub Reps Type,PUBRE3,MergedData,3188,,MergedData,3,,MergedData,,,9/12/2018 16:14,6/11/2020 2:22
Req Pub Reps Type,PUBRE4,Other,3189,,Other,4,,Other,,,9/12/2018 16:14,6/11/2020 2:22
Req Pub Reps Type,PUBRE5,TransUnion,3190,,TransUnion,5,,TransUnion,,,9/12/2018 16:14,6/11/2020 2:22
Req Pub Ver Stts Typ,PUBVE1,NotVerified,3191,,NotVerified,1,,NotVerified,,,9/12/2018 16:14,6/11/2020 2:22
Req Pub Ver Stts Typ,PUBVE2,ToBeVerified,3192,,ToBeVerified,2,,ToBeVerified,,,9/12/2018 16:14,6/11/2020 2:22
Req Pub Ver Stts Typ,PUBVE3,Verified,3193,,Verified,3,,Verified,,,9/12/2018 16:14,6/11/2020 2:22
Req Score Model Type,SCORE1,EquifaxBeacon,3194,,EquifaxBeacon,1,,EquifaxBeacon,,,9/12/2018 16:14,6/11/2020 2:22
Req Score Model Type,SCORE10,EquifaxBeaconPersona,3195,,EquifaxBeaconPersona,10,,EquifaxBeaconPersonalFinance,,,9/12/2018 16:14,6/11/2020 2:22
Req Score Model Type,SCORE11,EquifaxDAS,3196,,EquifaxDAS,11,,EquifaxDAS,,,9/12/2018 16:14,6/11/2020 2:22
Req Score Model Type,SCORE12,EquifaxEnhancedBeaco,3197,,EquifaxEnhancedBeaco,12,,EquifaxEnhancedBeacon,,,9/12/2018 16:14,6/11/2020 2:22
Req Score Model Type,SCORE13,EquifaxEnhancedDAS,3198,,EquifaxEnhancedDAS,13,,EquifaxEnhancedDAS,,,9/12/2018 16:14,6/11/2020 2:22
Req Score Model Type,SCORE14,EquifaxMarketMax,3199,,EquifaxMarketMax,14,,EquifaxMarketMax,,,9/12/2018 16:14,6/11/2020 2:22
Req Score Model Type,SCORE15,EquifaxMortgageScore,3200,,EquifaxMortgageScore,15,,EquifaxMortgageScore,,,9/12/2018 16:14,6/11/2020 2:22
Req Score Model Type,SCORE16,EquifaxPinnacle,3201,,EquifaxPinnacle,16,,EquifaxPinnacle,,,9/12/2018 16:14,6/11/2020 2:22
Req Score Model Type,SCORE17,EquifaxPinnacle2.0,3202,,EquifaxPinnacle2.0,17,,EquifaxPinnacle2.0,,,9/12/2018 16:14,6/11/2020 2:22
Req Score Model Type,SCORE18,ExperianFairIsaac,3203,,ExperianFairIsaac,18,,ExperianFairIsaac,,,9/12/2018 16:14,6/11/2020 2:22
Req Score Model Type,SCORE19,ExperianFairIsaacAdv,3204,,ExperianFairIsaacAdv,37,,ExperianFairIsaacAdvanced2.0,,,9/12/2018 16:14,6/11/2020 2:22
Req Score Model Type,SCORE2,EquifaxBeacon5.0,3205,,EquifaxBeacon5.0,2,,EquifaxBeacon5.0,,,9/12/2018 16:14,6/11/2020 2:22
Req Score Model Type,SCORE20,ExperianFairIsaacAut,3206,,ExperianFairIsaacAut,20,,ExperianFairIsaacAuto,,,9/12/2018 16:14,6/11/2020 2:22
Req Score Model Type,SCORE21,ExperianFairIsaacBan,3207,,ExperianFairIsaacBan,21,,ExperianFairIsaacBankcard,,,9/12/2018 16:14,6/11/2020 2:22
Req Score Model Type,SCORE22,ExperianFairIsaacIns,3208,,ExperianFairIsaacIns,22,,ExperianFairIsaacInstallment,,,9/12/2018 16:14,6/11/2020 2:22
Req Score Model Type,SCORE23,ExperianFairIsaacPer,3209,,ExperianFairIsaacPer,23,,ExperianFairIsaacPersonalFinance,,,9/12/2018 16:14,6/11/2020 2:22
Req Score Model Type,SCORE24,ExperianMDSBankruptc,3210,,ExperianMDSBankruptc,24,,ExperianMDSBankruptcyII,,,9/12/2018 16:14,6/11/2020 2:22
Req Score Model Type,SCORE25,ExperianNewNationalE,3211,,ExperianNewNationalE,25,,ExperianNewNationalEquivalency,,,9/12/2018 16:14,6/11/2020 2:22
Req Score Model Type,SCORE26,ExperianNewNationalR,3212,,ExperianNewNationalR,26,,ExperianNewNationalRisk,,,9/12/2018 16:14,6/11/2020 2:22
Req Score Model Type,SCORE27,ExperianOldNationalR,3213,,ExperianOldNationalR,27,,ExperianOldNationalRisk,,,9/12/2018 16:14,6/11/2020 2:22
Req Score Model Type,SCORE28,Other,3214,,Other,28,,Other,,,9/12/2018 16:14,6/11/2020 2:22
Req Score Model Type,SCORE29,TransUnionDelphi,3215,,TransUnionDelphi,29,,TransUnionDelphi,,,9/12/2018 16:14,6/11/2020 2:22
Req Score Model Type,SCORE3,EquifaxBeacon5.0Auto,3216,,EquifaxBeacon5.0Auto,3,,EquifaxBeacon5.0Auto,,,9/12/2018 16:14,6/11/2020 2:22
Req Score Model Type,SCORE30,TransUnionEmpirica,3217,,TransUnionEmpirica,30,,TransUnionEmpirica,,,9/12/2018 16:14,6/11/2020 2:22
Req Score Model Type,SCORE31,TransUnionEmpiricaAu,3218,,TransUnionEmpiricaAu,31,,TransUnionEmpiricaAuto,,,9/12/2018 16:14,6/11/2020 2:22
Req Score Model Type,SCORE32,TransUnionEmpiricaBa,3219,,TransUnionEmpiricaBa,32,,TransUnionEmpiricaBankcard,,,9/12/2018 16:14,6/11/2020 2:22
Req Score Model Type,SCORE33,TransUnionEmpiricaIn,3220,,TransUnionEmpiricaIn,33,,TransUnionEmpiricaInstallment,,,9/12/2018 16:14,6/11/2020 2:22
Req Score Model Type,SCORE34,TransUnionEmpiricaPe,3221,,TransUnionEmpiricaPe,34,,TransUnionEmpiricaPersonalFinance,,,9/12/2018 16:14,6/11/2020 2:22
Req Score Model Type,SCORE35,TransUnionNewDelphi,3222,,TransUnionNewDelphi,35,,TransUnionNewDelphi,,,9/12/2018 16:14,6/11/2020 2:22
Req Score Model Type,SCORE36,TransUnionPrecision,3223,,TransUnionPrecision,36,,TransUnionPrecision,,,9/12/2018 16:14,6/11/2020 2:22
Req Score Model Type,SCORE38,ExperianScorexPLUS,3224,,ExperianScorexPLUS,38,,ExperianScorexPLUS,,,9/12/2018 16:14,6/11/2020 2:22
Req Score Model Type,SCORE39,FICOExpansionScore,3225,,FICOExpansionScore,39,,FICOExpansionScore,,,9/12/2018 16:14,6/11/2020 2:22
Req Score Model Type,SCORE4,EquifaxBeacon5.0Bank,3226,,EquifaxBeacon5.0Bank,4,,EquifaxBeacon5.0Bankcard,,,9/12/2018 16:14,6/11/2020 2:22
Req Score Model Type,SCORE40,CORiskScoreClassic98,3227,,CORiskScoreClassic98,40,,FICORiskScoreClassic98,,,9/12/2018 16:14,6/11/2020 2:22
Req Score Model Type,SCORE41,skScoreClassicAuto98,3228,,skScoreClassicAuto98,41,,FICORiskScoreClassicAuto98,,,9/12/2018 16:14,6/11/2020 2:22
Req Score Model Type,SCORE42,oreClassicBankcard98,3229,,oreClassicBankcard98,42,,FICORiskScoreClassicBankcard98,,,9/12/2018 16:14,6/11/2020 2:22
Req Score Model Type,SCORE43,sicInstallmentLoan98,3230,,sicInstallmentLoan98,43,,FICORiskScoreClassicInstallmentLoan98,,,9/12/2018 16:14,6/11/2020 2:22
Req Score Model Type,SCORE44,sicPersonalFinance98,3231,,sicPersonalFinance98,44,,FICORiskScoreClassicPersonalFinance98,,,9/12/2018 16:14,6/11/2020 2:22
Req Score Model Type,SCORE45,CORiskScoreClassic04,3232,,CORiskScoreClassic04,45,,FICORiskScoreClassic04,,,9/12/2018 16:14,6/11/2020 2:22
Req Score Model Type,SCORE46,CORiskScoreNextGen00,3233,,CORiskScoreNextGen00,46,,FICORiskScoreNextGen00,,,9/12/2018 16:14,6/11/2020 2:22
Req Score Model Type,SCORE47,CORiskScoreNextGen03,3234,,CORiskScoreNextGen03,47,,FICORiskScoreNextGen03,,,9/12/2018 16:14,6/11/2020 2:22
Req Score Model Type,SCORE48,TransUnionPrecision0,3235,,TransUnionPrecision0,48,,TransUnionPrecision03,,,9/12/2018 16:14,6/11/2020 2:22
Req Score Model Type,SCORE5,EquifaxBeacon5.0Inst,3236,,EquifaxBeacon5.0Inst,5,,EquifaxBeacon5.0Installment,,,9/12/2018 16:14,6/11/2020 2:22
Req Score Model Type,SCORE6,EquifaxBeacon5.0Pers,3237,,EquifaxBeacon5.0Pers,6,,EquifaxBeacon5.0PersonalFinance,,,9/12/2018 16:14,6/11/2020 2:22
Req Score Model Type,SCORE7,EquifaxBeaconAuto,3238,,EquifaxBeaconAuto,7,,EquifaxBeaconAuto,,,9/12/2018 16:14,6/11/2020 2:22
Req Score Model Type,SCORE8,EquifaxBeaconBankcar,3239,,EquifaxBeaconBankcar,8,,EquifaxBeaconBankcard,,,9/12/2018 16:14,6/11/2020 2:22
Req Score Model Type,SCORE9,EquifaxBeaconInstall,3240,,EquifaxBeaconInstall,9,,EquifaxBeaconInstallment,,,9/12/2018 16:14,6/11/2020 2:22
ReqEmpStatus,EMP_ALL,All,27182,,All,,,,WGS,N,12/20/2019 13:18,6/11/2020 2:22
ReqEmpStatus,EMP_CUR,Current,27183,,Current Employment,A,,,WGS,N,12/20/2019 13:18,6/11/2020 2:22
ReqEmpStatus,EMP_PREV,Previous,27184,,Previous Employment,I,,,WGS,N,12/20/2019 13:18,6/11/2020 2:22
RequestedClsMethod,CM_EH,eClose (Hybrid),27874,2,eClose (Hybrid),3,0,,WGS,N,10/7/2020 20:27,5/19/2022 14:00
RequestedClsMethod,CM_ER,eClose with RON,27875,2,eClose with RON,2,0,,WGS,N,10/7/2020 20:27,5/19/2022 14:00
RequestedClsMethod,CM_P,Paper,27876,,Paper,1,,,WGS,N,10/7/2020 20:27,1/27/2021 23:01
Res Brwr Marital Typ,BRMAR1,Unmarried,3241,,Unmarried,U,,Unmarried,,,9/12/2018 16:14,6/11/2020 2:22
Res Brwr Marital Typ,BRMAR6,Married,3242,,Married,M,,Married,,,9/12/2018 16:14,6/11/2020 2:22
Res Brwr Marital Typ,BRMAR7,Separated,3243,,Separated,S,,Separated,,,9/12/2018 16:14,6/11/2020 2:22
Res Brwr Marital Typ,BRMAR8,Unknown,3244,,Unknown,K,,Unknown,,,9/12/2018 16:14,6/11/2020 2:22
Res Brwr Marital Typ,BRMAR9,NotProvided,3245,,NotProvided,R,,NotProvided,,,9/12/2018 16:14,6/11/2020 2:22
Res Brwr Print Pos,BRWRP1,Borrower,3246,,Borrower,1,,Borrower,,,9/12/2018 16:14,6/11/2020 2:22
Res Brwr Print Pos,BRWRP2,CoBorrower,3247,,CoBorrower,2,,CoBorrower,,,9/12/2018 16:14,6/11/2020 2:22
Res Brwr Residency T,RBRT_LRF,Living Rent Free,3248,,Living Rent Free,X,,LivingRentFree,,,9/12/2018 16:14,6/11/2020 2:22
Res Brwr Residency T,RBRT_OWN,Own,3249,,Own,O,,Own,,,9/12/2018 16:14,6/11/2020 2:22
Res Brwr Residency T,RBRT_RNT,Rent,3250,,Rent,R,,Rent,,,9/12/2018 16:14,6/11/2020 2:22
Res Brwr Residency T,RBRT_UKN,Unknown,3251,,Unknown,U,,Unknown,,,9/12/2018 16:14,6/11/2020 2:22
Res Brwr Rnt Rtng Ty,BRWRR1,AsAgreed,3252,,AsAgreed,1,,AsAgreed,,,9/12/2018 16:14,6/11/2020 2:22
Res Brwr Rnt Rtng Ty,BRWRR2,ChargeOff,3253,,ChargeOff,2,,ChargeOff,,,9/12/2018 16:14,6/11/2020 2:22
Res Brwr Rnt Rtng Ty,BRWRR3,Collection,3254,,Collection,3,,Collection,,,9/12/2018 16:14,6/11/2020 2:22
Res Brwr Rnt Rtng Ty,BRWRR4,Late30days,3255,,Late30days,4,,Late30Days,,,9/12/2018 16:14,6/11/2020 2:22
Res Brwr Rnt Rtng Ty,BRWRR5,Late60days,3256,,Late60days,5,,Late60Days,,,9/12/2018 16:14,6/11/2020 2:22
Res Brwr Rnt Rtng Ty,BRWRR6,Late90days,3257,,Late90days,6,,Late90Days,,,9/12/2018 16:14,6/11/2020 2:22
Res Brwr Rnt Rtng Ty,BRWRR7,Lateover120days,3258,,Lateover120days,7,,LateOver120Days,,,9/12/2018 16:14,6/11/2020 2:22
Res Brwr Rnt Rtng Ty,BRWRR8,NoDataAvailable,3259,,NoDataAvailable,8,,NoDataAvailable,,,9/12/2018 16:14,6/11/2020 2:22
Res Brwr Rnt Rtng Ty,BRWRR9,TooNew,3260,,TooNew,9,,TooNew,,,9/12/2018 16:14,6/11/2020 2:22
Res Brwr Rsdn Type,BRWRR1,Current,3261,,Current,1,,Current,,,9/12/2018 16:14,6/11/2020 2:22
Res Brwr Rsdn Type,BRWRR2,Prior,3262,,Prior,2,,Prior,,,9/12/2018 16:14,6/11/2020 2:22
Res Crd Request Type,CRDRE1,Individual,3263,,Individual,1,,Individual,,,9/12/2018 16:14,6/11/2020 2:22
Res Crd Request Type,CRDRE2,Joint,3264,,Joint,2,,Joint,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Bus Typ,CREDI1,Advertising,3265,,Advertising,1,,Advertising,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Bus Typ,CREDI10,Finance,3266,,Finance,10,,Finance,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Bus Typ,CREDI11,Government,3267,,Government,11,,Government,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Bus Typ,CREDI12,Grocery,3268,,Grocery,12,,Grocery,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Bus Typ,CREDI13,HomeFurnishing,3269,,HomeFurnishing,13,,HomeFurnishing,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Bus Typ,CREDI14,Insurance,3270,,Insurance,14,,Insurance,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Bus Typ,CREDI15,JewelryAndCamera,3271,,JewelryAndCamera,15,,JewelryAndCamera,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Bus Typ,CREDI16,LumberAndHardware,3272,,LumberAndHardware,16,,LumberAndHardware,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Bus Typ,CREDI17,MedicalAndHealth,3273,,MedicalAndHealth,17,,MedicalAndHealth,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Bus Typ,CREDI18,MiscellaneousAndPubl,3274,,MiscellaneousAndPubl,18,,MiscellaneousAndPublicRecord,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Bus Typ,CREDI19,OilAndNationalCredit,3275,,OilAndNationalCredit,19,,OilAndNationalCreditCards,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Bus Typ,CREDI2,Automotive,3276,,Automotive,2,,Automotive,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Bus Typ,CREDI20,PersonalServicesNotM,3277,,PersonalServicesNotM,20,,PersonalServicesNotMedical,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Bus Typ,CREDI21,RealEstateAndPublicA,3278,,RealEstateAndPublicA,21,,RealEstateAndPublicAccommodation,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Bus Typ,CREDI22,SportingGoods,3279,,SportingGoods,22,,SportingGoods,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Bus Typ,CREDI23,UtilitiesAndFuel,3280,,UtilitiesAndFuel,23,,UtilitiesAndFuel,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Bus Typ,CREDI24,Wholesale,3281,,Wholesale,24,,Wholesale,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Bus Typ,CREDI3,Banking,3282,,Banking,3,,Banking,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Bus Typ,CREDI4,Clothing,3283,,Clothing,4,,Clothing,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Bus Typ,CREDI5,CollectionServices,3284,,CollectionServices,5,,CollectionServices,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Bus Typ,CREDI6,Contractors,3285,,Contractors,6,,Contractors,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Bus Typ,CREDI7,DepartmentAndMailOrd,3286,,DepartmentAndMailOrd,7,,DepartmentAndMailOrder,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Bus Typ,CREDI8,Employment,3287,,Employment,8,,Employment,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Bus Typ,CREDI9,FarmAndGardenSupplie,3288,,FarmAndGardenSupplie,9,,FarmAndGardenSupplies,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Loan Ty,CREDI1,Agriculture,3289,,Agriculture,1,,Agriculture,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Loan Ty,CREDI10,Boat,3290,,Boat,10,,Boat,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Loan Ty,CREDI11,Business,3291,,Business,11,,Business,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Loan Ty,CREDI12,BusinessCreditCard,3292,,BusinessCreditCard,12,,BusinessCreditCard,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Loan Ty,CREDI13,ChargeAccount,3293,,ChargeAccount,13,,ChargeAccount,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Loan Ty,CREDI14,CheckCreditOrLineOfC,3294,,CheckCreditOrLineOfC,14,,CheckCreditOrLineOfCredit,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Loan Ty,CREDI15,ChildSupport,3295,,ChildSupport,15,,ChildSupport,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Loan Ty,CREDI16,Collection,3296,,Collection,16,,Collection,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Loan Ty,CREDI17,CollectionAttorney,3297,,CollectionAttorney,17,,CollectionAttorney,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Loan Ty,CREDI18,Comaker,3298,,Comaker,18,,Comaker,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Loan Ty,CREDI19,CombinedCreditPlan,3299,,CombinedCreditPlan,19,,CombinedCreditPlan,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Loan Ty,CREDI2,Airplane,3300,,Airplane,2,,Airplane,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Loan Ty,CREDI20,CommercialCreditObli,3301,,CommercialCreditObli,20,,CommercialCreditObligation,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Loan Ty,CREDI21,CommercialLineOfCred,3302,,CommercialLineOfCred,21,,CommercialLineOfCredit,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Loan Ty,CREDI22,CommercialMortgage,3303,,CommercialMortgage,22,,CommercialMortgage,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Loan Ty,CREDI23,ConditionalSalesCont,3304,,ConditionalSalesCont,23,,ConditionalSalesContract,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Loan Ty,CREDI24,Consolidation,3305,,Consolidation,24,,Consolidation,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Loan Ty,CREDI25,ConstructionLoan,3306,,ConstructionLoan,25,,ConstructionLoan,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Loan Ty,CREDI26,ConventionalRealEsta,3307,,ConventionalRealEsta,26,,ConventionalRealEstateMortgage,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Loan Ty,CREDI27,CreditCard,3308,,CreditCard,27,,CreditCard,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Loan Ty,CREDI28,CreditLineSecured,3309,,CreditLineSecured,28,,CreditLineSecured,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Loan Ty,CREDI29,DebitCard,3310,,DebitCard,29,,DebitCard,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Loan Ty,CREDI3,ApplianceOrFurniture,3311,,ApplianceOrFurniture,3,,ApplianceOrFurniture,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Loan Ty,CREDI30,DebtCounselingServic,3312,,DebtCounselingServic,30,,DebtCounselingService,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Loan Ty,CREDI31,DeferredStudentLoan,3313,,DeferredStudentLoan,31,,DeferredStudentLoan,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Loan Ty,CREDI32,DepositRelated,3314,,DepositRelated,32,,DepositRelated,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Loan Ty,CREDI33,Educational,3315,,Educational,33,,Educational,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Loan Ty,CREDI34,Employment,3316,,Employment,34,,Employment,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Loan Ty,CREDI35,FactoringCompanyAcco,3317,,FactoringCompanyAcco,35,,FactoringCompanyAccount,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Loan Ty,CREDI36,FamilySupport,3318,,FamilySupport,36,,FamilySupport,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Loan Ty,CREDI37,FarmersHomeAdministr,3319,,FarmersHomeAdministr,37,,FarmersHomeAdministrationFHMA,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Loan Ty,CREDI38,FederalConsolidatedL,3320,,FederalConsolidatedL,38,,FederalConsolidatedLoan,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Loan Ty,CREDI39,FHAComakerNotBorrowe,3321,,FHAComakerNotBorrowe,39,,FHAComakerNotBorrower,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Loan Ty,CREDI4,AttorneyFees,3322,,AttorneyFees,4,,AttorneyFees,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Loan Ty,CREDI40,FHAHomeImprovement,3323,,FHAHomeImprovement,40,,FHAHomeImprovement,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Loan Ty,CREDI41,FHARealEstateMortgag,3324,,FHARealEstateMortgag,41,,FHARealEstateMortgage,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Loan Ty,CREDI42,FinanceStatement,3325,,FinanceStatement,42,,FinanceStatement,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Loan Ty,CREDI43,GovernmentBenefit,3326,,GovernmentBenefit,43,,GovernmentBenefit,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Loan Ty,CREDI44,GovernmentEmployeeAd,3327,,GovernmentEmployeeAd,44,,GovernmentEmployeeAdvance,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Loan Ty,CREDI45,GovernmentFeeForServ,3328,,GovernmentFeeForServ,45,,GovernmentFeeForService,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Loan Ty,CREDI46,GovernmentFine,3329,,GovernmentFine,46,,GovernmentFine,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Loan Ty,CREDI47,GovernmentGrant,3330,,GovernmentGrant,47,,GovernmentGrant,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Loan Ty,CREDI48,GovernmentMiscellane,3331,,GovernmentMiscellane,48,,GovernmentMiscellaneousDebt,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Loan Ty,CREDI49,GovernmentOverpaymen,3332,,GovernmentOverpaymen,49,,GovernmentOverpayment,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Loan Ty,CREDI5,AutoLease,3333,,AutoLease,5,,AutoLease,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Loan Ty,CREDI50,GovernmentSecuredDir,3334,,GovernmentSecuredDir,50,,GovernmentSecuredDirectLoan,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Loan Ty,CREDI51,GovernmentSecuredGua,3335,,GovernmentSecuredGua,51,,GovernmentSecuredGuaranteeLoan,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Loan Ty,CREDI52,GovernmentUnsecuredD,3336,,GovernmentUnsecuredD,52,,GovernmentUnsecuredDirectLoan,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Loan Ty,CREDI53,GovernmentUnsecuredG,3337,,GovernmentUnsecuredG,53,,GovernmentUnsecuredGuaranteeLoan,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Loan Ty,CREDI54,HomeEquityLineOfCred,3338,,HomeEquityLineOfCred,54,,HomeEquityLineOfCredit,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Loan Ty,CREDI55,HomeImprovement,3339,,HomeImprovement,55,,HomeImprovement,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Loan Ty,CREDI56,HouseholdGoods,3340,,HouseholdGoods,56,,HouseholdGoods,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Loan Ty,CREDI57,HouseholdGoodsAndOth,3341,,HouseholdGoodsAndOth,57,,HouseholdGoodsAndOtherCollateralAuto,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Loan Ty,CREDI58,HouseholdGoodsSecure,3342,,HouseholdGoodsSecure,58,,HouseholdGoodsSecured,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Loan Ty,CREDI59,InstallmentLoan,3343,,InstallmentLoan,59,,InstallmentLoan,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Loan Ty,CREDI6,AutoLoanEquityTransf,3344,,AutoLoanEquityTransf,6,,AutoLoanEquityTransfer,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Loan Ty,CREDI60,InstallmentSalesCont,3345,,InstallmentSalesCont,60,,InstallmentSalesContract,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Loan Ty,CREDI61,InsuranceClaims,3346,,InsuranceClaims,61,,InsuranceClaims,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Loan Ty,CREDI62,Lease,3347,,Lease,62,,Lease,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Loan Ty,CREDI63,LenderPlacedInsuranc,3348,,LenderPlacedInsuranc,63,,LenderPlacedInsurance,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Loan Ty,CREDI64,ManualMortgage,3349,,ManualMortgage,64,,ManualMortgage,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Loan Ty,CREDI65,MedicalDebt,3350,,MedicalDebt,65,,MedicalDebt,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Loan Ty,CREDI66,MobileHome,3351,,MobileHome,66,,MobileHome,,,9/12/2018 16:14,6/11/2020 2:22
