loan_number,product_type,service_fee,balance,participation_balance_90,date_interest_paid_to,original_loan_to_value_ratio,net_int,price,premium_discount,funds_due
6160094142,Purchase Vehicle,0.25,10153.46,9138.114,3/9/2022,40.66,1.99,99.75,-22.845285,9129.716949
6160112141,Purchase Vehicle,0.25,10196.41,9176.769,3/3/2022,63.04,3.24,99.75,-22.9419225,9182.337916
6160127142,Purchase Vehicle,0.25,7804.71,7024.239,3/4/2022,48.81,3.74,99.75,-17.5605975,7031.149697
6160132143,Purchase Vehicle,0.25,17168.4,15451.56,3/25/2022,53.74,1.49,99.75,-38.6289,15421.13101
6160206141,Purchase Vehicle,0.25,10303.98,9273.582,3/25/2022,26.76,3.49,99.75,-23.183955,9261.925234
6160224145,DCU Re-Finance,0.25,22354,20118.6,4/4/2022,70.3,1.49,99.75,-50.2965,20070.76734
6160240142,Purchase Vehicle,0.25,9480.14,8532.126,3/29/2022,52.52,2.74,99.75,-21.330315,8516.56013
6160260143,DCU Re-Finance,0.25,12489.68,11240.712,3/31/2022,78.31,2.49,99.75,-28.10178,11217.97804
6160399141,Refinance From Other Financial Institution,0.25,11687.39,10518.651,3/31/2022,63.52,1.74,99.75,-26.2966275,10495.86443
6160417141,Purchase Vehicle,0.25,11660.7,10494.63,3/16/2022,27.12,2.99,99.75,-26.236575,10487.30676
6160446142,DCU Re-Finance,0.25,11930.32,10737.288,3/4/2022,77.6,2.24,99.75,-26.84322,10732.84894
6160491142,DCU Re-Finance,0.25,14721.39,13249.251,3/21/2022,57.56,1.74,99.75,-33.1231275,13226.86521
6160503144,DCU Re-Finance,0.25,28787.48,25908.732,3/10/2022,91.1,1.24,99.75,-64.77183,25868.60541
6160695143,DCU Re-Finance,0.25,26392.36,23753.124,3/21/2022,84.86,1.24,99.75,-59.38281,23707.45943
6160884142,DCU Re-Finance,0.25,11923.2,10730.88,4/6/2022,69.32,2.24,99.75,-26.8272,10704.71135
6160922141,Refinance From Other Financial Institution,0.25,19891.84,17902.656,3/25/2022,63.96,2.74,99.75,-44.75664,17875.37039
6161029141,Purchase Vehicle,0.25,44350.94,39915.846,3/7/2022,45.22,3.24,99.75,-99.789615,39925.89604
6161114141,Refinance From Other Financial Institution,0.25,9444.96,8500.464,4/6/2022,36.43,3.49,99.75,-21.25116,8480.025624
6161155141,Purchase Vehicle,0.25,21808.62,19627.758,3/1/2022,61.82,1.24,99.75,-49.069395,19603.36043
6161309142,Refinance From Other Financial Institution,0.25,16380.67,14742.603,3/8/2022,88.66,1.99,99.75,-36.8565075,14729.85974
6161329142,DCU Re-Finance,0.25,30554.79,27499.311,4/6/2022,73.27,1.74,99.75,-68.7482775,27431.87365
6161344141,Purchase Vehicle,0.25,11143.04,10028.736,3/1/2022,48.21,3.74,99.75,-25.07184,10041.68543
6161374144,Purchase Vehicle,0.25,31369.24,28232.316,3/11/2022,76.28,2.49,99.75,-70.58079,28213.73682
6161374145,DCU Re-Finance,0.25,9319.13,8387.217,3/11/2022,40.56,1.99,99.75,-20.9680425,8378.5954
6161434141,Purchase Vehicle,0.25,22593.86,20334.474,3/19/2022,51.22,2.99,99.75,-50.836185,20315.28717
6161474141,Purchase Vehicle,0.25,37160.25,33444.225,3/11/2022,73.95,1.49,99.75,-83.6105625,33397.47639
6161484143,DCU Re-Finance,0.25,22144.65,19930.185,2/18/2022,71.49,2.49,99.75,-49.8254625,19945.62134
6161587142,Refinance From Other Financial Institution,0.25,17310.65,15579.585,3/21/2022,40.6,1.74,99.75,-38.9489625,15553.2619
6161791141,Refinance From Other Financial Institution,0.25,10025.38,9022.842,4/2/2022,48.37,3.74,99.75,-22.557105,9004.907557
6161845141,Refinance From Other Financial Institution,0.25,13107.56,11796.804,3/26/2022,60.13,1.74,99.75,-29.49201,11774.06041
6161846142,Purchase Vehicle,0.25,11220.3,10098.27,3/10/2022,56.58,2.24,99.75,-25.245675,10090.37675
6161857142,DCU Re-Finance,0.25,15009.61,13508.649,3/24/2022,22.71,1.24,99.75,-33.7716225,13481.30231
6161922142,DCU Re-Finance,0.25,16838.13,15154.317,3/21/2022,64.76,1.99,99.75,-37.8857925,15130.47698
6161960142,DCU Re-Finance,0.25,19395.2,17455.68,3/15/2022,51.79,1.24,99.75,-43.6392,17425.68014
6161961141,Purchase Vehicle,0.25,21658.15,19492.335,3/15/2022,45.21,3.24,99.75,-48.7308375,19483.40057
6162080142,DCU Re-Finance,0.25,19345.19,17410.671,3/25/2022,72.05,1.99,99.75,-43.5266775,17379.48443
6162262141,Refinance From Other Financial Institution,0.25,7982.94,7184.646,4/1/2022,45.68,2.99,99.75,-17.961615,7170.215688
6162297141,Purchase Vehicle,0.25,10461.73,9415.557,3/7/2022,54.99,2.74,99.75,-23.5388925,9413.929269
6162313142,Purchase Vehicle,0.25,11347.02,10212.318,3/19/2022,74.9,1.74,99.75,-25.530795,10196.03705
6162352142,Purchase Vehicle,0.25,7897.67,7107.903,3/17/2022,52.04,3.49,99.75,-17.7697575,7104.405522
6162388141,Purchase Vehicle,0.25,7318.39,6586.551,3/21/2022,59.02,2.24,99.75,-16.4663775,6576.95629
6162390141,Refinance From Other Financial Institution,0.25,11886.87,10698.183,2/22/2022,68.61,1.74,99.75,-26.7454575,10693.87735
6162416141,Purchase Vehicle,0.25,9321.41,8389.269,3/9/2022,49,3.49,99.75,-20.9731725,8391.558236
6162667141,Purchase Vehicle,0.25,19432.02,17488.818,3/10/2022,59.44,3.24,99.75,-43.722045,17488.56405
6162695141,Purchase Vehicle,0.25,15844.71,14260.239,4/1/2022,47.94,2.99,99.75,-35.6505975,14231.59741
6162746142,DCU Re-Finance,0.25,6179.3,5561.37,3/25/2022,68.85,1.74,99.75,-13.903425,5550.913101
6162763143,Refinance From Other Financial Institution,0.25,9385.3,8446.77,3/18/2022,70.7,2.49,99.75,-21.116925,8437.177709
6162789148,Refinance From Other Financial Institution,0.25,45507.95,40957.155,3/21/2022,106.33,1.24,99.75,-102.3928875,40878.41627
6162801141,Refinance From Other Financial Institution,0.25,6222.98,5600.682,4/1/2022,38.47,3.49,99.75,-14.001705,5589.893399
6162822145,DCU Re-Finance,0.25,32573.85,29316.465,3/4/2022,89.8,1.99,99.75,-73.2911625,29297.51773
6163085143,DCU Re-Finance,0.25,8130.58,7317.522,3/10/2022,60.12,1.24,99.75,-18.293805,7306.188863
6163087143,DCU Re-Finance,0.25,15586.57,14027.913,3/18/2022,71.58,1.24,99.75,-35.0697825,14002.37451
6163102143,DCU Re-Finance,0.25,16649.86,14984.874,3/3/2022,63.55,2.24,99.75,-37.462185,14979.5985
6163166142,Purchase Vehicle,0.25,11148.22,10033.398,3/3/2022,33.6,2.99,99.75,-25.083495,10037.08149
6163179143,Purchase Vehicle,0.25,27438.99,24695.091,3/22/2022,97.55,1.74,99.75,-61.7377275,24652.1892
6163194142,DCU Re-Finance,0.25,15533.98,13980.582,4/4/2022,45.09,1.74,99.75,-34.951455,13947.62996
6163289141,Purchase Vehicle,0.25,12745.69,11471.121,3/25/2022,42.1,2.99,99.75,-28.6778025,11454.65916
6163319141,Refinance From Other Financial Institution,0.25,19701.37,17731.233,3/9/2022,84.74,1.24,99.75,-44.3280825,17704.37383
6163362141,Purchase Vehicle,0.25,9688.19,8719.371,3/12/2022,60.36,4.49,99.75,-21.7984275,8725.460226
6163364141,Purchase Vehicle,0.25,32678.6,29410.74,3/22/2022,37.91,2.99,99.75,-73.52685,29375.76136
6163446141,Purchase Vehicle,0.25,9445.68,8501.112,4/1/2022,17.11,2.24,99.75,-21.25278,8482.989492
6163470143,DCU Re-Finance,0.25,19859.81,17873.829,3/10/2022,68.13,1.24,99.75,-44.6845725,17846.1466
6163479141,Purchase Vehicle,0.25,10841.26,9757.134,3/2/2022,43.67,3.74,99.75,-24.392835,9768.73296
6163532143,Purchase Vehicle,0.25,42322.7,38090.43,3/18/2022,61.25,1.24,99.75,-95.226075,38021.08455
6163682141,Purchase Vehicle,0.25,7487.3,6738.57,3/18/2022,43.34,3.99,99.75,-16.846425,6736.45612
6163693141,Purchase Vehicle,0.25,8759.08,7883.172,3/14/2022,27.83,2.99,99.75,-19.70793,7878.962602
6163723143,Purchase Vehicle,0.25,14152.7,12737.43,3/21/2022,89.72,1.74,99.75,-31.843575,12715.90898
6163753141,Purchase Vehicle,0.25,7780.68,7002.612,3/8/2022,35.29,3.49,99.75,-17.50653,7005.192415
6163827143,DCU Re-Finance,0.25,22182.8,19964.52,3/30/2022,52.32,1.74,99.75,-49.9113,19922.22257
6163891142,Purchase Vehicle,0.25,16775.17,15097.653,2/24/2022,58.65,2.99,99.75,-37.7441325,15111.85307
6163903142,Purchase Vehicle,0.25,47632.25,42869.025,4/4/2022,87.6,1.49,99.75,-107.1725625,42767.10242
6164022141,Purchase Vehicle,0.25,8232.69,7409.421,3/21/2022,51.37,3.74,99.75,-18.5235525,7403.80405
6164043143,DCU Re-Finance,0.25,14363.23,12926.907,3/15/2022,74.71,1.74,99.75,-32.3172675,12908.76329
6164052141,Refinance From Other Financial Institution,0.25,27020.26,24318.234,3/21/2022,84.45,1.24,99.75,-60.795585,24271.48303
6164063141,Purchase Vehicle,0.25,14795.96,13316.364,3/1/2022,31.88,3.49,99.75,-33.29091,13330.18383
6164088141,Refinance From Other Financial Institution,0.25,14090.85,12681.765,3/14/2022,29.46,2.99,99.75,-31.7044125,12674.99328
6164155141,Purchase Vehicle,0.25,17003.88,15303.492,2/15/2022,47.56,3.74,99.75,-38.25873,15345.20555
6164219142,DCU Re-Finance,0.25,12055.1,10849.59,3/15/2022,54.92,1.24,99.75,-27.123975,10830.94357
6164223145,DCU Re-Finance,0.25,19329.55,17396.595,4/1/2022,89.49,1.49,99.75,-43.4914875,17357.36449
6164234145,DCU Re-Finance,0.25,17588.41,15829.569,4/2/2022,87.72,1.74,99.75,-39.5739225,15793.76815
6164317143,Purchase Vehicle,0.25,15971.3,14374.17,3/28/2022,39.19,1.99,99.75,-35.935425,14346.07145
6164362142,DCU Re-Finance,0.25,16233.32,14609.988,3/18/2022,57.31,1.74,99.75,-36.52497,14587.39255
6164363145,DCU Re-Finance,0.25,8998.19,8098.371,3/15/2022,68.82,1.24,99.75,-20.2459275,8084.452896
6164366143,Refinance From Other Financial Institution,0.25,12848.39,11563.551,4/1/2022,61.17,2.24,99.75,-28.9088775,11538.90004
6164369142,Purchase Vehicle,0.25,9048.45,8143.605,3/18/2022,53.86,2.24,99.75,-20.3590125,8133.241426
6164375141,Refinance From Other Financial Institution,0.25,10453.56,9408.204,3/18/2022,60.16,2.99,99.75,-23.52051,9400.097479
6164451143,DCU Re-Finance,0.25,20881.58,18793.422,3/12/2022,77.77,1.74,99.75,-46.983555,18769.73199
6164551142,DCU Re-Finance,0.25,7881.37,7093.233,3/8/2022,38.92,1.74,99.75,-17.7330825,7085.644212
6164572142,DCU Re-Finance,0.25,14963.04,13466.736,3/31/2022,86.37,1.24,99.75,-33.66684,13436.27166
6164675141,Purchase Vehicle,0.25,14028.64,12625.776,3/18/2022,48.39,2.99,99.75,-31.56444,12614.89708
6164748144,DCU Re-Finance,0.25,15415.02,13873.518,3/21/2022,60.45,1.24,99.75,-34.683795,13846.84664
6164767141,Purchase Vehicle,0.25,15649.94,14084.946,3/19/2022,59.06,2.99,99.75,-35.212365,14071.65599
6164805142,Refinance From Other Financial Institution,0.25,15705.08,14134.572,3/21/2022,56.39,3.24,99.75,-35.33643,14120.56522
6164816145,DCU Re-Finance,0.25,28679.56,25811.604,3/28/2022,88.24,1.49,99.75,-64.52901,25757.61178
6164843141,Purchase Vehicle,0.25,7300.31,6570.279,3/16/2022,32.34,2.99,99.75,-16.4256975,6565.694205
6164907142,DCU Re-Finance,0.25,41883.2,37694.88,3/15/2022,92.56,1.24,99.75,-94.2372,37630.09644
6164930141,Purchase Vehicle,0.25,13017.99,11716.191,3/31/2022,44.58,3.24,99.75,-29.2904775,11694.18061
6164953142,DCU Re-Finance,0.25,29109.77,26198.793,3/28/2022,70.1,2.24,99.75,-65.4969825,26149.37418
6164972142,Purchase Vehicle,0.25,25796.07,23216.463,3/30/2022,82.35,1.74,99.75,-58.0411575,23167.2759
6165020142,DCU Re-Finance,0.25,17395.13,15655.617,3/25/2022,49.07,1.24,99.75,-39.1390425,15623.39216
6165084143,Refinance From Other Financial Institution,0.25,17488.41,15739.569,3/15/2022,61.09,2.24,99.75,-39.3489225,15722.43659
6165225144,DCU Re-Finance,0.25,17811.65,16030.485,4/1/2022,69.17,1.49,99.75,-40.0762125,15994.33516
6165275141,Purchase Vehicle,0.25,16392.52,14753.268,3/18/2022,51.03,1.49,99.75,-36.88317,14728.42996
6165329141,Purchase Vehicle,0.25,27807.68,25026.912,4/1/2022,73.66,1.24,99.75,-62.56728,24969.4461
6165356141,Purchase Vehicle,0.25,7217.63,6495.867,3/22/2022,46.27,3.24,99.75,-16.2396675,6488.853243
6165407143,DCU Re-Finance,0.25,27773.08,24995.772,3/9/2022,59.44,1.49,99.75,-62.48943,24962.87346
6165411143,DCU Re-Finance,0.25,15035.68,13532.112,3/28/2022,65.37,2.24,99.75,-33.83028,13506.58636
6165436144,DCU Re-Finance,0.25,55214.53,49693.077,3/21/2022,74.06,1.99,99.75,-124.2326925,49614.9023
6165436145,DCU Re-Finance,0.25,11277.86,10150.074,3/21/2022,55.08,1.99,99.75,-25.375185,10134.1064
6165522141,Purchase Vehicle,0.25,13197.1,11877.39,2/17/2022,57.01,3.49,99.75,-29.693475,11903.34454
6165577141,Purchase Vehicle,0.25,5021.2,4519.08,3/7/2022,18.05,2.99,99.75,-11.2977,4519.258287
6165578142,Refinance From Other Financial Institution,0.25,11204.81,10084.329,3/28/2022,55.4,1.99,99.75,-25.2108225,10064.61621
6165663143,DCU Re-Finance,0.25,14549.61,13094.649,4/4/2022,55.59,2.24,99.75,-32.7366225,13064.32323
6165685141,Purchase Vehicle,0.25,13461.75,12115.575,4/5/2022,45.98,2.74,99.75,-30.2889375,12087.10506
6165687142,Refinance From Other Financial Institution,0.25,15655.22,14089.698,3/21/2022,55.56,3.24,99.75,-35.224245,14075.73569
6165714142,DCU Re-Finance,0.25,25027.55,22524.795,3/18/2022,40.89,2.24,99.75,-56.3119875,22496.12988
6165837141,Purchase Vehicle,0.25,10830.54,9747.486,3/15/2022,36.81,2.74,99.75,-24.368715,9739.947054
6165868141,Purchase Vehicle,0.25,19658.12,17692.308,3/1/2022,42.93,3.49,99.75,-44.23077,17710.66922
6165874141,Purchase Vehicle,0.25,14484.91,13036.419,2/26/2022,29.14,2.74,99.75,-32.5910475,13042.97293
6165891141,Purchase Vehicle,0.25,45662.06,41095.854,2/11/2022,97.17,3.74,99.75,-102.739635,41224.71484
6165926141,Purchase Vehicle,0.25,12246.61,11021.949,4/6/2022,53.89,1.74,99.75,-27.5548725,10994.91956
6166055141,Purchase Vehicle,0.25,10592.04,9532.836,3/28/2022,33.65,2.24,99.75,-23.83209,9514.854198
6166096142,DCU Re-Finance,0.25,14800.15,13320.135,4/1/2022,67.2,2.49,99.75,-33.3003375,13292.28679
6166108143,DCU Re-Finance,0.25,14470.11,13023.099,3/30/2022,56.47,1.74,99.75,-32.5577475,12995.50787
6166113141,Purchase Vehicle,0.25,12280.1,11052.09,4/1/2022,46.35,3.49,99.75,-27.630225,11030.80034
6166115141,Refinance From Other Financial Institution,0.25,25294.14,22764.726,3/10/2022,61.96,2.74,99.75,-56.911815,22755.66377
6166184141,Purchase Vehicle,0.25,11985.57,10787.013,2/18/2022,45.79,3.74,99.75,-26.9675325,10813.09984
6166273142,Purchase Vehicle,0.25,15679.89,14111.901,2/11/2022,44.36,2.99,99.75,-35.2797525,14140.20213
6166280141,Refinance From Other Financial Institution,0.25,11259.26,10133.334,3/12/2022,35.59,3.49,99.75,-25.333335,10133.19241
6166389141,Purchase Vehicle,0.25,6767.55,6090.795,3/23/2022,37.97,3.74,99.75,-15.2269875,6084.929481
6166440143,DCU Re-Finance,0.25,13529.11,12176.199,3/17/2022,47.1,1.74,99.75,-30.4404975,12157.94805
6166460141,Purchase Vehicle,0.25,12668.76,11401.884,3/16/2022,42.02,3.49,99.75,-28.50471,11397.36386
6166487141,Purchase Vehicle,0.25,12257.67,11031.903,3/22/2022,55.59,3.99,99.75,-27.5797575,11023.61849
6166542141,Purchase Vehicle,0.25,11664.31,10497.879,2/22/2022,44.65,3.74,99.75,-26.2446975,10518.96392
6166639147,DCU Re-Finance,0.25,27946.75,25152.075,4/4/2022,86.52,1.24,99.75,-62.8801875,25091.75826
6166644141,Purchase Vehicle,0.25,24722.79,22250.511,3/7/2022,40.07,2.74,99.75,-55.6262775,22246.6644
6166648142,DCU Re-Finance,0.25,9253.74,8328.366,3/1/2022,61.49,2.24,99.75,-20.820915,8326.45618
6166838147,Purchase Vehicle,0.25,14959.71,13463.739,3/7/2022,68.94,1.24,99.75,-33.6593475,13444.259
6166884143,Purchase Vehicle,0.25,12038.8,10834.92,3/30/2022,38.04,1.24,99.75,-27.0873,10810.77742
6167060141,Purchase Vehicle,0.25,11000,9900,4/2/2022,34.35,3.24,99.75,-24.75,9879.643973
6167075141,Refinance From Other Financial Institution,0.25,16650.98,14985.882,3/10/2022,50.65,2.49,99.75,-37.464705,14977.04238
6167079141,Purchase Vehicle,0.25,9380.58,8442.522,3/22/2022,49.63,3.49,99.75,-21.106305,8434.331597
6167119142,Refinance From Other Financial Institution,0.25,39047.58,35142.822,3/29/2022,80.18,1.74,99.75,-87.857055,35070.04266
6167233142,Refinance From Other Financial Institution,0.25,21564.79,19408.311,3/18/2022,44.72,2.24,99.75,-48.5207775,19383.61193
6167233143,Refinance From Other Financial Institution,0.25,27681.25,24913.125,3/22/2022,73.49,1.74,99.75,-62.2828125,24869.84442
6167248141,Purchase Vehicle,0.25,5726.02,5153.418,3/31/2022,45.44,3.74,99.75,-12.883545,5144.230797
6167276142,DCU Re-Finance,0.25,11931.33,10738.197,3/23/2022,43.27,2.24,99.75,-26.8454925,10721.23653
6167298142,DCU Re-Finance,0.25,25073.7,22566.33,4/1/2022,66.91,1.74,99.75,-56.415825,22516.36876
6167341143,DCU Re-Finance,0.25,12816.19,11534.571,4/1/2022,47.78,1.74,99.75,-28.8364275,11509.03378
6167350141,Purchase Vehicle,0.25,7796.31,7016.679,3/1/2022,40.55,3.49,99.75,-17.5416975,7023.960967
6167353141,Purchase Vehicle,0.25,20660.59,18594.531,3/11/2022,50.98,2.74,99.75,-46.4863275,18585.73298
6167373141,Purchase Vehicle,0.25,17521.55,15769.395,3/4/2022,49.51,3.74,99.75,-39.4234875,15784.90949
6167376141,Purchase Vehicle,0.25,17973.23,16175.907,4/6/2022,56.57,1.49,99.75,-40.4397675,16136.12756
6167420142,Purchase Vehicle,0.25,5737.95,5164.155,2/22/2022,14.53,2.99,99.75,-12.9103875,5169.858208
6167475142,Refinance From Other Financial Institution,0.25,27351.98,24616.782,3/10/2022,109.85,2.24,99.75,-61.541955,24597.54044
6167489143,Refinance From Other Financial Institution,0.25,9691.06,8721.954,3/25/2022,45.82,1.99,99.75,-21.804885,8706.330949
6167497142,Purchase Vehicle,0.25,5844.2,5259.78,3/28/2022,37.34,3.74,99.75,-13.14945,5252.020023
6167507143,Refinance From Other Financial Institution,0.25,23919.75,21527.775,3/14/2022,79.01,1.49,99.75,-53.8194375,21495.04688
6167571141,Refinance From Other Financial Institution,0.25,18153.3,16337.97,3/25/2022,43.51,2.49,99.75,-40.844925,16311.61439
6167721142,DCU Re-Finance,0.25,13045.53,11740.977,3/21/2022,81.92,1.24,99.75,-29.3524425,11718.40537
6167764142,DCU Re-Finance,0.25,30328.91,27296.019,4/4/2022,70.53,1.49,99.75,-68.2400475,27231.12178
6167768141,Purchase Vehicle,0.25,8453.18,7607.862,2/28/2022,30.03,3.49,99.75,-19.019655,7616.484938
6167799143,Purchase Vehicle,0.25,28068.57,25261.713,3/22/2022,87.37,2.74,99.75,-63.1542825,25228.90046
6167816143,DCU Re-Finance,0.25,17209.68,15488.712,3/7/2022,51.88,1.74,99.75,-38.72178,15472.87957
6167842141,Purchase Vehicle,0.25,12080.21,10872.189,3/26/2022,45.24,2.99,99.75,-27.1804725,10855.69604
6167843143,Refinance From Other Financial Institution,0.25,38450.92,34605.828,3/22/2022,90.79,1.24,99.75,-86.51457,34538.12383
6167894141,Purchase Vehicle,0.25,14788.47,13309.623,3/7/2022,53.54,3.74,99.75,-33.2740575,13318.62614
6167936143,DCU Re-Finance,0.25,12527.02,11274.318,4/4/2022,61.48,1.74,99.75,-28.185795,11247.74459
6167942141,Refinance From Other Financial Institution,0.25,26624.33,23961.897,3/14/2022,60.03,1.24,99.75,-59.9047425,23921.52941
6167992141,Purchase Vehicle,0.25,10827.4,9744.66,2/24/2022,62.95,3.74,99.75,-24.36165,9762.235095
6168028142,DCU Re-Finance,0.25,15825.02,14242.518,3/22/2022,59.55,2.24,99.75,-35.606295,14220.89669
6168099141,Refinance From Other Financial Institution,0.25,12389.14,11150.226,4/1/2022,52.78,3.49,99.75,-27.875565,11128.7473
6168110141,Purchase Vehicle,0.25,6504.25,5853.825,4/5/2022,31.57,2.99,99.75,-14.6345625,5840.149503
6168204141,Purchase Vehicle,0.25,2612.53,2351.277,3/30/2022,4.3,2.74,99.75,-5.8781925,2346.810862
6168208143,DCU Re-Finance,0.25,27239.13,24515.217,3/16/2022,92.57,1.24,99.75,-61.2880425,24472.25156
6168214142,Refinance From Other Financial Institution,0.25,24816.2,22334.58,3/17/2022,70.45,2.24,99.75,-55.83645,22307.52762
6168276141,Purchase Vehicle,0.25,11069.59,9962.631,4/1/2022,29.34,3.49,99.75,-24.9065775,9943.43997
6168296142,DCU Re-Finance,0.25,14691,13221.9,3/21/2022,55.44,1.74,99.75,-33.05475,13199.56042
6168298141,Refinance From Other Financial Institution,0.25,15097.5,13587.75,3/30/2022,35.44,2.99,99.75,-33.969375,13562.68525
6168320142,Purchase Vehicle,0.25,42023.76,37821.384,3/19/2022,77.68,1.49,99.75,-94.55346,37756.16543
6168331142,DCU Re-Finance,0.25,14155.95,12740.355,3/31/2022,50.15,1.49,99.75,-31.8508875,12712.14471
6168476143,Refinance From Other Financial Institution,0.25,25657.77,23091.993,3/8/2022,60.37,1.74,99.75,-57.7299825,23067.28773
6168532141,Purchase Vehicle,0.25,24857.12,22371.408,3/21/2022,50.52,2.99,99.75,-55.92852,22346.63396
6168568141,Refinance From Other Financial Institution,0.25,7595.38,6835.842,3/15/2022,40.62,2.24,99.75,-17.089605,6828.401233
6168613141,Refinance From Other Financial Institution,0.25,14952.78,13457.502,4/4/2022,39.51,2.24,99.75,-33.643755,13426.3359
6168758141,Purchase Vehicle,0.25,29327.41,26394.669,3/28/2022,56.18,2.74,99.75,-65.9866725,26348.49641
6168761143,DCU Re-Finance,0.25,25986.9,23388.21,3/30/2022,66.68,2.49,99.75,-58.470525,23342.50367
6168793141,Purchase Vehicle,0.25,14280.25,12852.225,3/22/2022,52.68,3.49,99.75,-32.1305625,12839.75658
6169051142,Purchase Vehicle,0.25,6960.97,6264.873,2/9/2022,36.64,3.49,99.75,-15.6621825,6283.355234
6169117143,DCU Re-Finance,0.25,14685.41,13216.869,3/25/2022,66.68,1.24,99.75,-33.0421725,13189.66398
6169133143,Refinance From Other Financial Institution,0.25,17055.66,15350.094,3/31/2022,89.41,1.24,99.75,-38.375235,15315.36914
6169140141,Refinance From Other Financial Institution,0.25,11415.24,10273.716,3/21/2022,32.78,2.74,99.75,-25.68429,10261.14266
6169148141,Refinance From Other Financial Institution,0.25,9030.51,8127.459,3/29/2022,28.67,3.49,99.75,-20.3186475,8114.134421
6169194141,Refinance From Other Financial Institution,0.25,9441.46,8497.314,3/29/2022,51.03,3.49,99.75,-21.243285,8483.383061
6169207142,Purchase Vehicle,0.25,12839.5,11555.55,3/23/2022,50.65,1.74,99.75,-28.888875,11534.92413
6169255141,Purchase Vehicle,0.25,12199.28,10979.352,3/19/2022,33.93,3.74,99.75,-27.44838,10973.27876
6169380141,Refinance From Other Financial Institution,0.25,12498.26,11248.434,3/29/2022,54.16,2.99,99.75,-28.121085,11228.60594
6169394142,Purchase Vehicle,0.25,18216.92,16395.228,3/9/2022,78.61,1.74,99.75,-40.98807,16376.90577
6169413141,Refinance From Other Financial Institution,0.25,11261.38,10135.242,2/16/2022,78.07,2.49,99.75,-25.338105,10144.47479
6169417141,Purchase Vehicle,0.25,16890.2,15201.18,4/5/2022,36.96,2.99,99.75,-38.00295,15165.66754
6169491141,Refinance From Other Financial Institution,0.25,7811.51,7030.359,3/29/2022,47.41,2.99,99.75,-17.5758975,7017.966307
6169515141,Purchase Vehicle,0.25,10905.29,9814.761,2/28/2022,51.25,3.49,99.75,-24.5369025,9825.885292
6169520141,Purchase Vehicle,0.25,2252.6,2027.34,3/16/2022,8.58,2.74,99.75,-5.06835,2025.619816
6169583142,Purchase Vehicle,0.25,23494.66,21145.194,4/4/2022,64.55,2.24,99.75,-52.862985,21096.22405
6169594141,Refinance From Other Financial Institution,0.25,12730.32,11457.288,2/14/2022,51.28,3.49,99.75,-28.64322,11485.61104
6169628141,Own Outright,0.25,13584.73,12226.257,3/15/2022,53.54,2.99,99.75,-30.5656425,12218.72697
6169646141,Purchase Vehicle,0.25,6887.05,6198.345,4/6/2022,31.81,3.24,99.75,-15.4958625,6183.399347
6169685142,Purchase Vehicle,0.25,11199.06,10079.154,3/24/2022,50.11,2.99,99.75,-25.197885,10065.51539
6169755141,Refinance From Other Financial Institution,0.25,12487.37,11238.633,4/5/2022,46.16,2.99,99.75,-28.0965825,11212.37771
6169789141,Purchase Vehicle,0.25,15031.64,13528.476,4/4/2022,46.36,3.74,99.75,-33.82119,13498.81343
6169942142,Refinance From Other Financial Institution,0.25,20608.94,18548.046,4/4/2022,65.37,1.24,99.75,-46.370115,18503.56626
6169954141,Purchase Vehicle,0.25,10874.26,9786.834,3/11/2022,46.72,3.24,99.75,-24.467085,9785.823141
6170033144,DCU Re-Finance,0.25,16450.43,14805.387,4/1/2022,59.01,2.24,99.75,-37.0134675,14773.82516
6170060141,Purchase Vehicle,0.25,25358.18,22822.362,3/19/2022,52.28,3.49,99.75,-57.055905,22806.76776
6170096141,Purchase Vehicle,0.25,20742.64,18668.376,3/4/2022,45.99,3.74,99.75,-46.67094,18686.74261
6170113141,Purchase Vehicle,0.25,12692.35,11423.115,3/2/2022,47.71,3.74,99.75,-28.5577875,11436.69442
6170131143,Purchase Vehicle,0.25,20247.6,18222.84,3/21/2022,62.02,2.99,99.75,-45.5571,18202.66008
6170209144,DCU Re-Finance,0.25,22352.02,20116.818,4/1/2022,85.31,1.24,99.75,-50.292045,20070.62648
6170277143,DCU Re-Finance,0.25,12241.9,11017.71,4/4/2022,56.74,1.49,99.75,-27.544275,10991.51502
6170310141,Purchase Vehicle,0.25,9200.66,8280.594,4/5/2022,46.12,3.74,99.75,-20.701485,8261.58947
6170316141,Purchase Vehicle,0.25,37204.36,33483.924,4/1/2022,55.57,2.99,99.75,-83.70981,33416.67177
6170321141,Purchase Vehicle,0.25,18969.93,17072.937,4/4/2022,52.4,2.74,99.75,-42.6823425,17034.09958
6170361141,Purchase Vehicle,0.25,8470.62,7623.558,3/1/2022,50.72,3.74,99.75,-19.058895,7633.401789
6170384142,Purchase Vehicle,0.25,13878.42,12490.578,2/25/2022,48.02,3.49,99.75,-31.226445,12508.31804
6170422142,DCU Re-Finance,0.25,10593.47,9534.123,4/2/2022,35.49,1.74,99.75,-23.8353075,9512.560209
6170464144,Purchase Vehicle,0.25,28691.29,25822.161,4/4/2022,77.75,1.74,99.75,-64.5554025,25761.29852
6170470141,Purchase Vehicle,0.25,22101.29,19891.161,4/5/2022,51.4,3.24,99.75,-49.7279025,19844.96446
