Table Name,Column Name,Column Datatype,Column Null Option,Primary Key
GF_TLR_RES_CREDIT_INQUIRY,SECONDARY_DBID,nvarchar(5),NULL,
GF_TLR_RES_CREDIT_INQUIRY,NAME,nvarchar(35),NULL,
GF_TLR_RES_CREDIT_INQUIRY,ADDRESS1,nvarchar(35),NULL,
GF_TLR_RES_CREDIT_INQUIRY,ADDRESS2,nvarchar(35),NULL,
GF_TLR_RES_CREDIT_INQUIRY,CITY,nvarchar(35),NULL,
GF_TLR_RES_CREDIT_INQUIRY,STATE,nvarchar(2),NULL,
GF_TLR_RES_CREDIT_INQUIRY,POSTAL_CODE,nvarchar(9),NULL,
GF_TLR_RES_CREDIT_INQUIRY,DATE_OF_INQUIRY,datetime,NULL,
GF_TLR_RES_CREDIT_INQUIRY,INQUIRY_RESULT_TYPE,nvarchar(8),NULL,
GF_TLR_RES_CREDIT_INQUIRY,CREDIT_BUSINESS_TYPE,nvarchar(8),NULL,
GF_TLR_RES_CREDIT_INQUIRY,CREDIT_LOAN_TYPE,nvarchar(8),NULL,
GF_TLR_RES_CREDIT_INQUIRY,TYPE_OTHER_DESC,nvarchar(35),NULL,
GF_TLR_RES_CREDIT_INQUIRY,CREDITLIABILITYID,nvarchar(20),NULL,
GF_TLR_RES_CREDIT_INQUIRY_REP,LNUM,nchar(20),NOT NULL,Yes
GF_TLR_RES_CREDIT_INQUIRY_REP,RESPONSEID,int,NOT NULL,Yes
GF_TLR_RES_CREDIT_INQUIRY_REP,CREDITRESPONSEID,int,NOT NULL,Yes
GF_TLR_RES_CREDIT_INQUIRY_REP,INQUIRYID,int,NOT NULL,Yes
GF_TLR_RES_CREDIT_INQUIRY_REP,REPOSITORYID,int,NOT NULL,Yes
GF_TLR_RES_CREDIT_INQUIRY_REP,DBID,nchar(5),NOT NULL,Yes
GF_TLR_RES_CREDIT_INQUIRY_REP,SOURCE_TYPE,nvarchar(8),NULL,
GF_TLR_RES_CREDIT_INQUIRY_REP,SUBSCRIBERID,nvarchar(20),NULL,
GF_TLR_RES_CREDIT_INQUIRY_VER,LNUM,nchar(20),NOT NULL,Yes
GF_TLR_RES_CREDIT_INQUIRY_VER,RESPONSEID,int,NOT NULL,Yes
GF_TLR_RES_CREDIT_INQUIRY_VER,CREDITRESPONSEID,int,NOT NULL,Yes
GF_TLR_RES_CREDIT_INQUIRY_VER,INQUIRYID,int,NOT NULL,Yes
GF_TLR_RES_CREDIT_INQUIRY_VER,VERIFICATIONID,int,NOT NULL,Yes
GF_TLR_RES_CREDIT_INQUIRY_VER,DBID,nchar(5),NOT NULL,Yes
GF_TLR_RES_CREDIT_INQUIRY_VER,BY_NAME,nvarchar(35),NULL,
GF_TLR_RES_CREDIT_INQUIRY_VER,COMMENT_DBID,nchar(5),NULL,
GF_TLR_RES_CREDIT_INQUIRY_VER,COMMENT_SERIAL,int,NULL,
GF_TLR_RES_CREDIT_INQUIRY_VER,STATUS_TYPE,nvarchar(8),NULL,
GF_TLR_RES_CREDIT_INQUIRY_VER,INQDATE,datetime,NULL,
GF_TLR_RES_CREDIT_LBLTY_CMNT,LNUM,nchar(20),NOT NULL,Yes
GF_TLR_RES_CREDIT_LBLTY_CMNT,RESPONSEID,int,NOT NULL,Yes
GF_TLR_RES_CREDIT_LBLTY_CMNT,CREDITRESPONSEID,int,NOT NULL,Yes
GF_TLR_RES_CREDIT_LBLTY_CMNT,LIABILITYID,int,NOT NULL,Yes
GF_TLR_RES_CREDIT_LBLTY_CMNT,COMMENTID,int,NOT NULL,Yes
GF_TLR_RES_CREDIT_LBLTY_CMNT,DBID,nchar(5),NOT NULL,Yes
GF_TLR_RES_CREDIT_LBLTY_CMNT,CODE,nvarchar(20),NULL,
GF_TLR_RES_CREDIT_LBLTY_CMNT,SOURCE_TYPE,nvarchar(8),NULL,
GF_TLR_RES_CREDIT_LBLTY_CMNT,TEXT_DBID,nchar(5),NULL,
GF_TLR_RES_CREDIT_LBLTY_CMNT,TEXT_SERIAL,int,NULL,
GF_TLR_RES_CREDIT_LIAB_REP,LNUM,nchar(20),NOT NULL,Yes
GF_TLR_RES_CREDIT_LIAB_REP,RESPONSEID,int,NOT NULL,Yes
GF_TLR_RES_CREDIT_LIAB_REP,CREDITRESPONSEID,int,NOT NULL,Yes
GF_TLR_RES_CREDIT_LIAB_REP,LIABILITYID,int,NOT NULL,Yes
GF_TLR_RES_CREDIT_LIAB_REP,REPOSITORYID,int,NOT NULL,Yes
GF_TLR_RES_CREDIT_LIAB_REP,DBID,nchar(5),NOT NULL,Yes
GF_TLR_RES_CREDIT_LIAB_REP,SOURCE_TYPE,nvarchar(8),NULL,
GF_TLR_RES_CREDIT_LIAB_REP,SUBSCRIBER_ID,nvarchar(20),NULL,
GF_TLR_RES_CREDIT_LIAB_REP,CREDREPOSSRCTYPEOTHERDESC,nvarchar(50),NULL,
GF_TLR_RES_CREDIT_LIABILITY,LNUM,nchar(20),NOT NULL,Yes
GF_TLR_RES_CREDIT_LIABILITY,DBID,nchar(5),NOT NULL,Yes
GF_TLR_RES_CREDIT_LIABILITY,RESPONSEID,int,NOT NULL,Yes
GF_TLR_RES_CREDIT_LIABILITY,CREDITRESPONSEID,int,NOT NULL,Yes
GF_TLR_RES_CREDIT_LIABILITY,LIABILITYID,int,NOT NULL,Yes
GF_TLR_RES_CREDIT_LIABILITY,PRIMARY_BNUM,smallint,NULL,
GF_TLR_RES_CREDIT_LIABILITY,PRIMARY_DBID,nchar(5),NULL,
GF_TLR_RES_CREDIT_LIABILITY,SECONDARY_BNUM,int,NULL,
GF_TLR_RES_CREDIT_LIABILITY,SECONDARY_DBID,nchar(5),NULL,
GF_TLR_RES_CREDIT_LIABILITY,CREDIT_TRADEID,nvarchar(20),NULL,
GF_TLR_RES_CREDIT_LIABILITY,CLOSE_DATE,datetime,NULL,
GF_TLR_RES_CREDIT_LIABILITY,ACCOUNT_IDENTIFIER,nvarchar(20),NULL,
GF_TLR_RES_CREDIT_LIABILITY,OPENED_DATE,datetime,NULL,
GF_TLR_RES_CREDIT_LIABILITY,OWNERSHIP_TYPE,nvarchar(8),NULL,
GF_TLR_RES_CREDIT_LIABILITY,PAID_DATE,datetime,NULL,
GF_TLR_RES_CREDIT_LIABILITY,REPORTED_DATE,datetime,NULL,
GF_TLR_RES_CREDIT_LIABILITY,STATUS_DATE,datetime,NULL,
GF_TLR_RES_CREDIT_LIABILITY,ACCOUNT_STATUS_TYPE,nvarchar(8),NULL,
GF_TLR_RES_CREDIT_LIABILITY,ACCOUNT_TYPE,nvarchar(8),NULL,
GF_TLR_RES_CREDIT_LIABILITY,BALLOON_PAYMENT,"decimal(18,3)",NULL,
GF_TLR_RES_CREDIT_LIABILITY,CHARGE_OFF_AMOUNT,"decimal(18,3)",NULL,
GF_TLR_RES_CREDIT_LIABILITY,CHARGE_OFF_DATE,datetime,NULL,
GF_TLR_RES_CREDIT_LIABILITY,COLATERAL_DESC,nvarchar(80),NULL,
GF_TLR_RES_CREDIT_LIABILITY,CONSUMER_DISPUTE_INDC,nchar(1),NULL,
GF_TLR_RES_CREDIT_LIABILITY,CREDIT_LIMIT_AMOUNT,"decimal(18,3)",NULL,
GF_TLR_RES_CREDIT_LIABILITY,DEROGATORY_INDC,nchar(1),NULL,
GF_TLR_RES_CREDIT_LIABILITY,HIGH_BALANCE,"decimal(18,3)",NULL,
GF_TLR_RES_CREDIT_LIABILITY,HIGH_CREDIT,"decimal(18,3)",NULL,
GF_TLR_RES_CREDIT_LIABILITY,LAST_ACTIVITY_DATE,datetime,NULL,
GF_TLR_RES_CREDIT_LIABILITY,MANUAL_UPDATE_INDC,nchar(1),NULL,
GF_TLR_RES_CREDIT_LIABILITY,MONTHLY_AMOUNT,"decimal(18,3)",NULL,
GF_TLR_RES_CREDIT_LIABILITY,MONTHS_REMAINING,smallint,NULL,
GF_TLR_RES_CREDIT_LIABILITY,MONTHS_REVIEWED,smallint,NULL,
GF_TLR_RES_CREDIT_LIABILITY,ORIGINAL_CREDITOR_NAME,nvarchar(35),NULL,
GF_TLR_RES_CREDIT_LIABILITY,PAST_DUE_AMOUNT,"decimal(18,3)",NULL,
GF_TLR_RES_CREDIT_LIABILITY,TERMS_DESC,nvarchar(80),NULL,
GF_TLR_RES_CREDIT_LIABILITY,TERMS_MONTHS,smallint,NULL,
GF_TLR_RES_CREDIT_LIABILITY,TERMS_SOURCE_TYPE,nvarchar(8),NULL,
GF_TLR_RES_CREDIT_LIABILITY,UNPAID_BALANCE,"decimal(18,3)",NULL,
GF_TLR_RES_CREDIT_LIABILITY,CREDIT_BUSINESS_TYPE,nvarchar(8),NULL,
GF_TLR_RES_CREDIT_LIABILITY,CREDIT_LOAN_TYPE,nvarchar(8),NULL,
GF_TLR_RES_CREDIT_LIABILITY,CREDIT_LOAN_OTHER_DESC,nvarchar(80),NULL,
GF_TLR_RES_CREDIT_LIABILITY,CURRENT_RATING_CODE,nvarchar(20),NULL,
GF_TLR_RES_CREDIT_LIABILITY,CURRENT_RATING_TYPE,nvarchar(8),NULL,
GF_TLR_RES_CREDIT_LIABILITY,LATE_30_DAYS,smallint,NULL,
GF_TLR_RES_CREDIT_LIABILITY,LATE_60_DAYS,smallint,NULL,
GF_TLR_RES_CREDIT_LIABILITY,LATE_90_DAYS,smallint,NULL,
GF_TLR_RES_CREDIT_LIABILITY,RECENT_ADVERSE_AMOUNT,"decimal(18,3)",NULL,
GF_TLR_RES_CREDIT_LIABILITY,RECENT_ADVERSE_CODE,nvarchar(20),NULL,
GF_TLR_RES_CREDIT_LIABILITY,RECENT_ADVERSE_TYPE,nvarchar(8),NULL,
GF_TLR_RES_CREDIT_LIABILITY,RECENT_ADVERSE_DATE,datetime,NULL,
GF_TLR_RES_CREDIT_LIABILITY,PATTERN_START_DATE,datetime,NULL,
GF_TLR_RES_CREDIT_LIABILITY,PAYMENT_PATTERN,nvarchar(100),NULL,
GF_TLR_RES_CREDIT_LIABILITY,VERIFY_BY_NAME,nvarchar(35),NULL,
GF_TLR_RES_CREDIT_LIABILITY,VERIFY_COMMENT,nvarchar(80),NULL,
GF_TLR_RES_CREDIT_LIABILITY,VERIFY_DATE,datetime,NULL,
GF_TLR_RES_CREDIT_LIABILITY,VERIFY_STATUS_TYPE,nvarchar(8),NULL,
GF_TLR_RES_CREDIT_LIABILITY,LATE120DAYS,smallint,NULL,
GF_TLR_RES_CREDIT_LIABILITY,CREDITLIABILITYID,nvarchar(20),NULL,
GF_TLR_RES_CREDIT_LIABILITY,ACCOUNTBALANCEDATE,datetime,NULL,
GF_TLR_RES_CREDIT_LIABILITY,BALLOONPAYMENTDUEDATE,datetime,NULL,
GF_TLR_RES_CREDIT_LIABILITY,HIGHEST_ADVERSE_AMOUNT,"decimal(18,3)",NULL,
GF_TLR_RES_CREDIT_LIABILITY,HIGHEST_ADVERSE_CODE,nvarchar(20),NULL,
GF_TLR_RES_CREDIT_LIABILITY,HIGHEST_ADVERSE_TYPE,nvarchar(8),NULL,
GF_TLR_RES_CREDIT_LIABILITY,HIGHEST_ADVERSE_DATE,datetime,NULL,
GF_TLR_RES_CREDIT_LIABILITY,CREDITCOUNSELINGINDICATOR,nchar(1),NULL,
GF_TLR_RES_CREDIT_PBLC_CMNT,LNUM,nchar(20),NOT NULL,Yes
GF_TLR_RES_CREDIT_PBLC_CMNT,RESPONSEID,int,NOT NULL,Yes
GF_TLR_RES_CREDIT_PBLC_CMNT,CREDITRESPONSEID,int,NOT NULL,Yes
GF_TLR_RES_CREDIT_PBLC_CMNT,PUBLICID,int,NOT NULL,Yes
GF_TLR_RES_CREDIT_PBLC_CMNT,COMMENTID,int,NOT NULL,Yes
GF_TLR_RES_CREDIT_PBLC_CMNT,DBID,nchar(5),NOT NULL,Yes
GF_TLR_RES_CREDIT_PBLC_CMNT,CODE,nvarchar(20),NULL,
GF_TLR_RES_CREDIT_PBLC_CMNT,SOURCE_TYPE,nvarchar(8),NULL,
GF_TLR_RES_CREDIT_PBLC_CMNT,TEXT_DBID,nchar(5),NULL,
GF_TLR_RES_CREDIT_PBLC_CMNT,TEXT_SERIAL,int,NULL,
GF_TLR_RES_CREDIT_PUBLIC,LNUM,nchar(20),NOT NULL,Yes
GF_TLR_RES_CREDIT_PUBLIC,RESPONSEID,int,NOT NULL,Yes
GF_TLR_RES_CREDIT_PUBLIC,CREDITRESPONSEID,int,NOT NULL,Yes
GF_TLR_RES_CREDIT_PUBLIC,PUBLICID,int,NOT NULL,Yes
GF_TLR_RES_CREDIT_PUBLIC,DBID,nchar(5),NOT NULL,Yes
GF_TLR_RES_CREDIT_PUBLIC,PRIMARY_BNUM,smallint,NULL,
GF_TLR_RES_CREDIT_PUBLIC,PRIMARY_DBID,nchar(5),NULL,
GF_TLR_RES_CREDIT_PUBLIC,SECONDARY_BNUM,smallint,NULL,
GF_TLR_RES_CREDIT_PUBLIC,SECONDARY_DBID,nchar(5),NULL,
GF_TLR_RES_CREDIT_PUBLIC,CREDIT_TRADE_IDENT,nvarchar(20),NULL,
GF_TLR_RES_CREDIT_PUBLIC,ATTORNEY_NAME,nvarchar(35),NULL,
GF_TLR_RES_CREDIT_PUBLIC,BK_ADJUSTMENT_PERCENT,"decimal(16,6)",NULL,
GF_TLR_RES_CREDIT_PUBLIC,BK_ASSET_AMOUNT,"decimal(18,3)",NULL,
GF_TLR_RES_CREDIT_PUBLIC,BK_EXEMPT_AMOUNT,"decimal(18,3)",NULL,
GF_TLR_RES_CREDIT_PUBLIC,BK_LIABILITY_AMOUNT,"decimal(18,3)",NULL,
GF_TLR_RES_CREDIT_PUBLIC,BK_PREPAY_PERCENT,"decimal(16,6)",NULL,
GF_TLR_RES_CREDIT_PUBLIC,BK_TYPE,nvarchar(8),NULL,
GF_TLR_RES_CREDIT_PUBLIC,CONSUMER_DISPUTE_INDC,nchar(1),NULL,
GF_TLR_RES_CREDIT_PUBLIC,COURT_NAME,nvarchar(90),NULL,
GF_TLR_RES_CREDIT_PUBLIC,DEFENDANT_NAME,nvarchar(80),NULL,
GF_TLR_RES_CREDIT_PUBLIC,DEROG_DATA_INDC,nchar(1),NULL,
GF_TLR_RES_CREDIT_PUBLIC,DESPOSITION_DATE,datetime,NULL,
GF_TLR_RES_CREDIT_PUBLIC,DESPOSITION_TYPE,nvarchar(8),NULL,
GF_TLR_RES_CREDIT_PUBLIC,DESPOSITION_OTHER,nvarchar(80),NULL,
GF_TLR_RES_CREDIT_PUBLIC,DOCKET_IDENT,nvarchar(20),NULL,
GF_TLR_RES_CREDIT_PUBLIC,FILED_DATE,datetime,NULL,
GF_TLR_RES_CREDIT_PUBLIC,LEGAL_OBLIG_AMOUNT,"decimal(18,3)",NULL,
GF_TLR_RES_CREDIT_PUBLIC,PAID_DATE,datetime,NULL,
GF_TLR_RES_CREDIT_PUBLIC,PAYMENT_FREQ_TYPE,nvarchar(8),NULL,
GF_TLR_RES_CREDIT_PUBLIC,PLAINTIF_NAME,nvarchar(80),NULL,
GF_TLR_RES_CREDIT_PUBLIC,REPORTED_DATE,datetime,NULL,
GF_TLR_RES_CREDIT_PUBLIC,SETTLE_DATE,datetime,NULL,
GF_TLR_RES_CREDIT_PUBLIC,PUBLIC_REC_TYPE,nvarchar(8),NULL,
GF_TLR_RES_CREDIT_PUBLIC,PUBLIC_REC_OTHER_DESC,nvarchar(80),NULL,
GF_TLR_RES_CREDIT_PUBLIC,VER_BY_NAME,nvarchar(35),NULL,
GF_TLR_RES_CREDIT_PUBLIC,VER_COMMENT,nvarchar(80),NULL,
GF_TLR_RES_CREDIT_PUBLIC,VER_DATE,datetime,NULL,
GF_TLR_RES_CREDIT_PUBLIC,VER_STATUS_TYPE,nvarchar(8),NULL,
GF_TLR_RES_CREDIT_PUBLIC,CREDITPUBLICRECORDID,nvarchar(30),NULL,
GF_TLR_RES_CREDIT_PUBLIC,ACCOUNTOWNERSHIPTYPE,nvarchar(10),NULL,
GF_TLR_RES_CREDIT_PUBLIC,MANUAL_UPDATE_INDC,nchar(1),NULL,
GF_TLR_RES_CREDIT_PUBLIC,CREDITFILEID,nvarchar(50),NULL,
GF_TLR_RES_CREDIT_PUBLIC_REP,LNUM,nchar(20),NOT NULL,Yes
GF_TLR_RES_CREDIT_PUBLIC_REP,RESPONSEID,int,NOT NULL,Yes
GF_TLR_RES_CREDIT_PUBLIC_REP,CREDITRESPONSEID,int,NOT NULL,Yes
GF_TLR_RES_CREDIT_PUBLIC_REP,PUBLICID,int,NOT NULL,Yes
GF_TLR_RES_CREDIT_PUBLIC_REP,REPOSITORYID,int,NOT NULL,Yes
GF_TLR_RES_CREDIT_PUBLIC_REP,DBID,nchar(5),NOT NULL,Yes
GF_TLR_RES_CREDIT_PUBLIC_REP,SOURCE_TYPE,nvarchar(8),NULL,
GF_TLR_RES_CREDIT_PUBLIC_REP,SUBSCRIBER_ID,nvarchar(20),NULL,
GF_TLR_RES_CREDIT_SUMMARY,LNUM,nchar(20),NOT NULL,Yes
GF_TLR_RES_CREDIT_SUMMARY,BNUM,smallint,NOT NULL,Yes
GF_TLR_RES_CREDIT_SUMMARY,DBID,nchar(5),NOT NULL,Yes
GF_TLR_RES_CREDIT_SUMMARY,RESPONSEID,int,NOT NULL,Yes
GF_TLR_RES_CREDIT_SUMMARY,CREDITRESPONSEID,int,NOT NULL,Yes
GF_TLR_RES_CREDIT_SUMMARY,PRCNT_REV_CRED_AVAIL,int,NULL,
GF_TLR_RES_CREDIT_SUMMARY,TOTAL_INQ_COUNT,int,NULL,
GF_TLR_RES_CREDIT_SUMMARY,REALEST_LT30DAYS_CURDELINQ,int,NULL,
GF_TLR_RES_CREDIT_SUMMARY,TOTAL_LT60DAYS_CURDELINQ,int,NULL,
GF_TLR_RES_CREDIT_SUMMARY,REALEST_LATE60DAYS_CURDELINQ,int,NULL,
GF_TLR_RES_CREDIT_SUMMARY,REV_LATE60DAYS_CURDELINQ,int,NULL,
GF_TLR_RES_CREDIT_SUMMARY,TOTAL_LT90PLUSDAYS_CURDELINQ,int,NULL,
GF_TLR_RES_CREDIT_SUMMARY,REALEST_LT90PLUSDAYS_CURDELINQ,int,NULL,
GF_TLR_RES_CREDIT_SUMMARY,NEW_TRDS_IN6MONTHS,int,NULL,
GF_TLR_RES_CREDIT_SUMMARY,TOTAL_TRDLINES_COUNT,int,NULL,
GF_TLR_RES_CREDIT_SUMMARY,TOTAL_CLOSED_TRDLINES_COUNT,int,NULL,
GF_TLR_RES_CREDIT_SUMMARY,INST_TRDLINES_COUNT,int,NULL,
GF_TLR_RES_CREDIT_SUMMARY,INST_CLOSED_TRDLINES_COUNT,int,NULL,
GF_TLR_RES_CREDIT_SUMMARY,REALEST_TTRDLINES_COUNT,int,NULL,
GF_TLR_RES_CREDIT_SUMMARY,REALEST_CLOSED_TRDLINES_COUNT,int,NULL,
GF_TLR_RES_CREDIT_SUMMARY,REV_TRDLINES_COUNT,int,NULL,
GF_TLR_RES_CREDIT_SUMMARY,REV_CLOSED_TRDLINES_COUNT,int,NULL,
GF_TLR_RES_CREDIT_SUMMARY,REV_CURRENT_TRDLINES_COUNT,int,NULL,
GF_TLR_RES_CREDIT_SUMMARY,OTHER_CURRENT_TRDLINES_COUNT,int,NULL,
GF_TLR_RES_CREDIT_SUMMARY,INST_CURRENT_TRDLINES_COUNT,int,NULL,
GF_TLR_RES_CREDIT_SUMMARY,TOTAL_COLLECTIONS,int,NULL,
GF_TLR_RES_CREDIT_SUMMARY,OLDEST_TRADE_DATE,datetime,NULL,
GF_TLR_RES_CREDIT_SUMMARY,REALEST_CURRENT_TRDLINES_COUNT,int,NULL,
GF_TLR_RES_CREDIT_SUMMARY,TOTAL_CURRENT_TRDLINES_COUNT,int,NULL,
GF_TLR_RES_CREDIT_SUMMARY,REV_TRL_MTH_PMT_AMOUNT,"decimal(18,3)",NULL,
GF_TLR_RES_CREDIT_SUMMARY,INST_TRL_MTH_PMT_AMOUNT,"decimal(18,3)",NULL,
GF_TLR_RES_CREDIT_SUMMARY,IDENTITY_ON_FILEDATE,datetime,NULL,
GF_TLR_RES_CREDIT_SUMMARY,TERM,nvarchar(30),NULL,
GF_TLR_RES_CREDIT_SUMMARY,INQ_AGE_DAYS,nvarchar(30),NULL,
GF_TLR_RES_CREDIT_SUMMARY,ELIM_SAME_DAY_INQ_COUNT,int,NULL,
GF_TLR_RES_CREDIT_SUMMARY,INQ_ADJ_TOTAL,int,NULL,
GF_TLR_RES_CREDIT_SUMMARY,PAID_AS_AGREED,int,NULL,
GF_TLR_RES_CREDIT_SUMMARY,NOW_DELINQUENT,int,NULL,
GF_TLR_RES_CREDIT_SUMMARY,ALL_DELINQUENT,int,NULL,
GF_TLR_RES_CREDIT_SUMMARY,HIGHEST_HIGH_CREDIT,int,NULL,
GF_TLR_RES_CREDIT_SUMMARY,LOWEST_HIGH_CREDIT,int,NULL,
GF_TLR_RES_CREDIT_SUMMARY,HIST_DELINQ_COUNT,int,NULL,
GF_TLR_RES_CREDIT_SUMMARY,REV_OTHER_ACCOUNTSCOUNT,int,NULL,
GF_TLR_RES_CREDIT_SUMMARY,BAL_REVOLVING_OTHER,int,NULL,
GF_TLR_RES_CREDIT_SUMMARY,PMTS_REVOLVING_OTHER,int,NULL,
GF_TLR_RES_CREDIT_SUMMARY,REV_OTH_CREDIT_AVAILABLE,int,NULL,
GF_TLR_RES_CREDIT_SUMMARY,REV_OTH_CREDIT_PERCENT,int,NULL,
GF_TLR_RES_CREDIT_SUMMARY,TOTAL_TRL_BAL_AMT,int,NULL,
GF_TLR_RES_CREDIT_SUMMARY,TOTAL_TRL_MNTHLY_PMT_AMT,int,NULL,
GF_TLR_RES_CREDIT_SUMMARY,TOTAL_CUR_TRDLINES_COUNT,int,NULL,
GF_TLR_RES_CREDIT_SUMMARY,TOTAL_UNRATED_TRDLINES_COUNT,int,NULL,
GF_TLR_RES_CREDIT_SUMMARY,TOTAL_LT30DAYS_CURDELINQ,int,NULL,
GF_TLR_RES_CREDIT_SUMMARY,TOTAL_LT30DAYS_HISTDELINQ,int,NULL,
GF_TLR_RES_CREDIT_SUMMARY,TOTAL_LT60DAYS_HISTDELINQ,int,NULL,
GF_TLR_RES_CREDIT_SUMMARY,TOTAL_LT90PLUSDAYS_HISTDELINQ,int,NULL,
GF_TLR_RES_CREDIT_SUMMARY,REALEST_TRLBAL_AMOUNT,"decimal(18,3)",NULL,
GF_TLR_RES_CREDIT_SUMMARY,REALEST_TRLMONTHLY_PMT_AMOUNT,"decimal(18,3)",NULL,
GF_TLR_RES_CREDIT_SUMMARY,REALEST_UNRATED_TRDLINES_COUNT,int,NULL,
GF_TLR_RES_CREDIT_SUMMARY,REALEST_LT30DAYS_HISTDELINQ,int,NULL,
GF_TLR_RES_CREDIT_SUMMARY,REALEST_LT60DAYS_HISTDELINQ,int,NULL,
GF_TLR_RES_CREDIT_SUMMARY,REALEST_LT90PLSDAYS_HISTDELINQ,int,NULL,
GF_TLR_RES_CREDIT_SUMMARY,INST_TRL_BAL_AMOUNT,"decimal(18,3)",NULL,
GF_TLR_RES_CREDIT_SUMMARY,INST_UNRATED_TRDLINES_COUNT,int,NULL,
GF_TLR_RES_CREDIT_SUMMARY,INST_LT30DAYS_CURDELINQ,int,NULL,
GF_TLR_RES_CREDIT_SUMMARY,INST_LT60DAYS_CURDELINQ,int,NULL,
GF_TLR_RES_CREDIT_SUMMARY,INST_LT90PLUSDAYS_CURDELINQ,int,NULL,
GF_TLR_RES_CREDIT_SUMMARY,INST_LT30DAYS_HISTDELINQ,int,NULL,
GF_TLR_RES_CREDIT_SUMMARY,INST_LT60DAYS_HISTDELINQ,int,NULL,
GF_TLR_RES_CREDIT_SUMMARY,INST_LT90PLUSDAYS_HISTDELINQ,int,NULL,
GF_TLR_RES_CREDIT_SUMMARY,REV_CREDITAVAILABLE,int,NULL,
GF_TLR_RES_CREDIT_SUMMARY,REV_CREDITTOTAL,int,NULL,
GF_TLR_RES_CREDIT_SUMMARY,REV_TRL_BAL_AMOUNT,"decimal(18,3)",NULL,
GF_TLR_RES_CREDIT_SUMMARY,REV_UNRATED_TRDLINES_COUNT,int,NULL,
GF_TLR_RES_CREDIT_SUMMARY,REV_LT30DAYS_CURDELINQ,int,NULL,
GF_TLR_RES_CREDIT_SUMMARY,REV_LT60DAYS_CURDELINQ,int,NULL,
GF_TLR_RES_CREDIT_SUMMARY,REV_LT90PLUSDAYS_CURDELINQ,int,NULL,
GF_TLR_RES_CREDIT_SUMMARY,REV_LT30DAYS_HISTDELINQ,int,NULL,
GF_TLR_RES_CREDIT_SUMMARY,REV_LT60DAYS_HISTDELINQ,int,NULL,
GF_TLR_RES_CREDIT_SUMMARY,REV_LT90PLUSDAYS_HISTDELINQ,int,NULL,
GF_TLR_RES_CREDIT_SUMMARY,OTHER_CREDITAVAILABLE,int,NULL,
GF_TLR_RES_CREDIT_SUMMARY,OTHER_CREDITTOTAL,int,NULL,
GF_TLR_RES_CREDIT_SUMMARY,OTHER_TRDLINES_COUNT,int,NULL,
GF_TLR_RES_CREDIT_SUMMARY,OTHER_TRL_BAL_AMOUNT,"decimal(18,3)",NULL,
GF_TLR_RES_CREDIT_SUMMARY,OTHER_TRL_MTH_PMT_AMOUNT,"decimal(18,3)",NULL,
GF_TLR_RES_CREDIT_SUMMARY,OTHER_CLOSED_TRDLINES_COUNT,int,NULL,
GF_TLR_RES_CREDIT_SUMMARY,OTHER_UNRATED_TRDLINES_COUNT,int,NULL,
GF_TLR_RES_CREDIT_SUMMARY,OTHER_LT30DAYS_CURDELINQ,int,NULL,
GF_TLR_RES_CREDIT_SUMMARY,OTHER_LT60DAYS_CURDELINQ,int,NULL,
GF_TLR_RES_CREDIT_SUMMARY,OTHER_LT90PLUSDAYS_CURDELINQ,int,NULL,
GF_TLR_RES_CREDIT_SUMMARY,OTHER_LT30DAYS_HISTDELINQ,int,NULL,
GF_TLR_RES_CREDIT_SUMMARY,OTHER_LT60DAYS_HISTDELINQ,int,NULL,
GF_TLR_RES_CREDIT_SUMMARY,OTHER_LT90PLUSDAYS_HISTDELINQ,int,NULL,
GF_TLR_RES_CREDIT_SUMMARY,ANY_PUBREC_LAST_2YRS,nchar(1),NULL,
GF_TLR_RES_CREDIT_SUMMARY,TOTAL_PRCOUNT,int,NULL,
GF_TLR_RES_CREDIT_SUMMARY,EFX_PUBREC_COUNT,int,NULL,
GF_TLR_RES_CREDIT_SUMMARY,TUC_PUBREC_COUNT,int,NULL,
GF_TLR_RES_CREDIT_SUMMARY,XPN_PUBREC_COUNT,int,NULL,
GF_TLR_RES_CREDITOR_CONTACT,LNUM,nchar(20),NOT NULL,Yes
GF_TLR_RES_CREDITOR_CONTACT,RESPONSEID,int,NOT NULL,Yes
GF_TLR_RES_CREDITOR_CONTACT,CREDITRESPONSEID,int,NOT NULL,Yes
GF_TLR_RES_CREDITOR_CONTACT,LIABILITYID,int,NOT NULL,Yes
GF_TLR_RES_CREDITOR_CONTACT,CREDITORID,int,NOT NULL,Yes
GF_TLR_RES_CREDITOR_CONTACT,CONTACTID,int,NOT NULL,Yes
GF_TLR_RES_CREDITOR_CONTACT,DBID,nchar(5),NOT NULL,Yes
GF_TLR_RES_CREDITOR_CONTACT,NAME,nvarchar(35),NULL,
GF_TLR_RES_FLD_FC_PNT,LNUM,nchar(20),NOT NULL,Yes
GF_TLR_RES_FLD_FC_PNT,DBID,nchar(5),NOT NULL,Yes
GF_TLR_RES_FLD_FC_PNT,RESPONSEID,int,NOT NULL,Yes
GF_TLR_RES_FLD_FC_PNT,FLOODRESPONSEID,int,NOT NULL,Yes
GF_TLR_RES_FLD_FC_PNT,FULPARTYID,int,NOT NULL,Yes
GF_TLR_RES_FLD_FC_PNT,FULCONTACTID,int,NOT NULL,Yes
